y,batch,x_q_toks,x_q_chars,x_qmark,x_q_ents,x_n_cand,x_js_overlap,x_rank_corr,x_sparse_margin,x_dense_margin,x_rrf_top1_mass,x_fuse_uniq,x_mean_q_overlap,x_ks,x_kd,x_n_nodes,x_n_edges,x_mean_deg,x_n_cc,x_n_q_seeds,x_seed_frac,x_lcc_frac
1,4,0.225,0.375,1,0.666667,1,0.666667,0.672727,2.53931,0.0249869,0.106306,1,0.0860066,5,5,1,0.15,0.1,0.7,0.833333,0.5,0.2
0,4,0.4,0.625,1,0.833333,1,0.428571,0.333333,0.984537,0.0187319,0.105469,1,0.137452,5,5,1,0.1,0.0666667,0.8,0.5,0.3,0.2
0,4,0.4,0.54375,1,1.16667,1,0.428571,-0.175758,0.915992,0.0145968,0.103794,1,0.115125,5,5,1,0.3,0.2,0.6,0.5,0.3,0.5
1,4,0.3,0.50625,1,0.833333,1,0.666667,0.721212,1.50602,0.0117048,0.10717,1,0.107715,5,5,1,0.45,0.3,0.4,1.16667,0.7,0.6
0,4,0.35,0.51875,1,0.666667,1,0.428571,0.624242,2.23765,0.0431346,0.10717,1,0.109692,5,5,1,0.3,0.2,0.5,0.666667,0.4,0.5
0,4,0.2,0.2375,1,0.333333,1,0.428571,0.163636,0.36674,0.0071223,0.104658,1,0.0708084,5,5,1,0.2,0.133333,0.7,0.833333,0.5,0.3
1,4,0.525,0.76875,1,0.666667,1,0.428571,0.345455,5.40963,0.20171,0.10717,1,0.200528,5,5,1,0.6,0.4,0.3,0.833333,0.5,0.5
0,4,0.4,0.55,1,0.333333,1,0.666667,0.684848,1.39079,0.0181679,0.106306,1,0.122649,5,5,1,0.45,0.3,0.4,1.16667,0.7,0.5
1,4,0.425,0.6125,1,0.666667,1,0.428571,0.187879,0.498936,0.0890442,0.104658,1,0.119327,5,5,1,0.2,0.133333,0.6,0,0,0.4
0,4,0.3,0.4,1,0.833333,1,0.428571,0.0545455,0.523454,0.0182022,0.104605,1,0.0959499,5,5,1,1.25,0.833333,0.3,1.33333,0.8,0.8
0,4,0.4,0.5375,1,0.833333,1,0.666667,0.6,6.21859,0.0407854,0.10717,1,0.0858533,5,5,1,0.2,0.133333,0.7,0.833333,0.5,0.3
1,4,0.3,0.44375,1,0.833333,1,0.428571,0.2,3.42998,0.124456,0.10717,1,0.0784001,5,5,1,0.25,0.166667,0.6,0.833333,0.5,0.4
1,4,0.25,0.375,1,1.16667,1,0.25,-0.357576,1.22696,0.059483,0.104658,1,0.0618241,5,5,1,0.15,0.1,0.7,0.833333,0.5,0.2
1,4,0.325,0.45625,1,0.5,1,0.428571,0.721212,1.59367,0.122508,0.10717,1,0.164735,5,5,1,1.05,0.7,0.4,0.333333,0.2,0.7
1,4,0.375,0.59375,1,1,1,0.428571,0.29697,1.57714,0.0209964,0.105469,1,0.112892,5,5,1,0.4,0.266667,0.5,0.5,0.3,0.5
0,4,0.375,0.45625,1,0.666667,1,0.25,0.369697,6.00155,0.0101958,0.105469,1,0.104901,5,5,1,0,0,1,0.5,0.3,0.1
1,4,0.35,0.575,1,1,1,0.666667,0.830303,0.169838,0.103092,0.10717,1,0.198231,5,5,1,0.2,0.133333,0.7,0.333333,0.2,0.3
1,4,0.375,0.5375,1,1,1,1,0.69697,4.10704,0.0387283,0.105442,1,0.155584,5,5,1,0.75,0.5,0.2,1.66667,1,0.7
1,4,0.4,0.58125,1,1,1,0.428571,0.50303,0.664538,0.0198437,0.104605,1,0.100306,5,5,1,0.5,0.333333,0.4,1,0.6,0.6
1,4,0.425,0.60625,1,0.833333,1,0.428571,0.369697,8.26373,0.0800982,0.10717,1,0.143685,5,5,1,0.65,0.433333,0.3,0.833333,0.5,0.8
0,4,0.375,0.45625,1,0,1,0.428571,-0.333333,2.43828,0.0191977,0.103873,1,0.115139,5,5,1,0,0,1,0.166667,0.1,0.1
0,4,0.675,0.95,1,1.33333,1,0.666667,0.769697,6.12362,0.0466461,0.10717,1,0.20495,5,5,1,0.4,0.266667,0.5,1,0.6,0.6
1,4,0.35,0.4875,1,0.5,1,0.666667,0.636364,3.20369,0.126193,0.106306,1,0.191444,5,5,1,1.1,0.733333,0.3,1.33333,0.8,0.8
0,4,0.225,0.325,1,0.166667,1,0.666667,0.50303,1.10135,0.0615098,0.10717,1,0.098119,5,5,1,0.8,0.533333,0.4,1.16667,0.7,0.7
1,4,0.525,0.9125,1,0.5,1,0.428571,0.563636,3.98497,0.00458975,0.105469,1,0.125762,5,5,1,0.2,0.133333,0.7,1,0.6,0.3
1,4,0.475,0.65625,1,0.5,1,0.428571,0.575758,4.65555,0.00199726,0.106306,1,0.229563,5,5,1,0.65,0.433333,0.3,1.16667,0.7,0.8
0,4,0.3,0.41875,1,0.666667,1,0.428571,-0.0666667,0.248121,0.0156794,0.104605,1,0.108788,5,5,1,0.45,0.3,0.5,0.833333,0.5,0.6
0,4,0.275,0.4875,1,1.16667,1,0.666667,0.187879,0.348218,0.0174016,0.104605,1,0.119066,5,5,1,0.15,0.1,0.8,0.5,0.3,0.3
1,4,0.425,0.66875,1,0.333333,1,0.25,0.115152,5.62715,0.086014,0.10717,1,0.0982188,5,5,1,0,0,1,0.166667,0.1,0.1
0,4,0.275,0.39375,1,0.833333,1,0.666667,0.515152,3.72115,0.0123648,0.105469,1,0.136987,5,5,1,0.55,0.366667,0.4,1.33333,0.8,0.4
0,4,0.2,0.3,1,0.5,1,0.428571,0.115152,0.50643,0.0450198,0.10717,1,0.084861,5,5,1,0.4,0.266667,0.5,1,0.6,0.4
0,4,0.45,0.65625,1,0.5,1,0.428571,0.490909,3.12,0.0565551,0.106306,1,0.096378,5,5,1,1,0.666667,0.3,1.5,0.9,0.8
1,4,0.525,0.775,1,0.666667,1,0.428571,0.333333,4.30255,0.0759791,0.10717,1,0.117532,5,5,1,0.2,0.133333,0.7,1.16667,0.7,0.3
1,4,0.65,0.94375,1,1,1,0.428571,0.418182,6.36546,0.0833716,0.10717,1,0.0937512,5,5,1,0.15,0.1,0.7,1,0.6,0.3
0,4,0.425,0.60625,1,0.5,1,0.428571,0.0545455,1.03644,0.0172211,0.105469,1,0.128218,5,5,1,0.35,0.233333,0.6,1.16667,0.7,0.4
1,4,0.4,0.65,1,0.5,1,0.428571,0.418182,1.05312,0.109845,0.106306,1,0.167644,5,5,1,0.15,0.1,0.8,0.666667,0.4,0.3
0,4,0.275,0.3625,1,0.5,1,0.25,0.345455,1.56302,0.010588,0.105469,1,0.0697296,5,5,1,0.35,0.233333,0.5,1,0.6,0.6
1,4,0.425,0.575,1,0.666667,1,0.428571,0.0545455,7.683,0.00654904,0.104605,1,0.145057,5,5,1,1.25,0.833333,0.2,1.5,0.9,0.9
0,4,0.325,0.39375,1,0.5,1,0.666667,0.769697,1.29811,0.0276871,0.10717,1,0.0806239,5,5,1,0.2,0.133333,0.7,0.666667,0.4,0.4
0,4,0.375,0.58125,1,0.666667,1,0.666667,0.309091,1.21094,0.063169,0.106306,1,0.100971,5,5,1,0.4,0.266667,0.5,1,0.6,0.4
0,4,0.325,0.48125,1,0.666667,1,0.111111,-0.660606,1.51261,0.00469056,0.102957,1,0.192546,5,5,1,0.2,0.133333,0.7,0.833333,0.5,0.4
1,4,0.575,0.85625,1,0.833333,1,0.666667,0.721212,0.616133,0.040564,0.10717,1,0.203871,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.2
0,4,0.375,0.54375,1,1,1,0.25,-0.248485,3.54281,0.00144335,0.104605,1,0.0916426,5,5,1,0,0,1,0.333333,0.2,0.1
0,4,0.675,1.03125,1,0.833333,1,0.25,0.115152,25.7432,0.356385,0.10717,1,0.154457,5,5,1,0.35,0.233333,0.6,1,0.6,0.5
1,4,0.25,0.4,1,0.5,1,0.25,0.212121,4.96934,0.121551,0.10717,1,0.133191,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
0,4,0.3,0.39375,1,0.666667,1,0.25,0.163636,0.422092,0.00153035,0.105469,1,0.0942763,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.3
0,4,0.325,0.49375,1,1,1,0.111111,-0.69697,4.0368,0.0112414,0.103008,1,0.0584538,5,5,1,1.3,0.866667,0.2,1.66667,1,0.9
1,4,0.6,0.76875,1,1.16667,1,1,0.90303,11.711,0.0146819,0.10717,1,0.172186,5,5,1,0.7,0.466667,0.4,1.16667,0.7,0.7
0,4,0.3,0.4375,1,0.333333,1,0.428571,0.163636,3.62625,0.115942,0.10717,1,0.136595,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
0,4,0.325,0.4875,1,0.666667,1,0.25,-0.224242,1.71635,0.00528363,0.103111,1,0.0756401,5,5,1,0.3,0.2,0.6,1,0.6,0.5
1,4,0.5,0.625,1,0.666667,1,0.428571,0.29697,3.75031,0.0123325,0.104658,1,0.122166,5,5,1,1.45,0.966667,0.2,1.33333,0.8,0.9
1,4,0.4,0.625,1,0.5,1,0.25,-0.393939,1.33642,0.00998997,0.104658,1,0.117926,5,5,1,0.75,0.5,0.5,1.16667,0.7,0.6
1,4,0.3,0.55625,1,0.333333,1,0.428571,0.321212,0.489297,0.0338824,0.106306,1,0.0875284,5,5,1,0.05,0.0333333,0.9,0.666667,0.4,0.2
0,4,0.4,0.58125,1,0.833333,1,0.666667,0.745455,5.87632,0.0419481,0.10717,1,0.0955577,5,5,1,0.2,0.133333,0.7,0.666667,0.4,0.4
1,4,0.4,0.64375,1,1,1,0.666667,0.624242,3.79023,0.0899019,0.106306,1,0.108518,5,5,1,0.25,0.166667,0.6,1,0.6,0.5
0,4,0.325,0.4125,1,0.666667,1,0.666667,0.587879,2.30547,0.01303,0.104605,1,0.0867537,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.2
0,4,0.45,0.5625,1,1.5,1,0.666667,0.90303,4.03883,0.0659524,0.10717,1,0.177289,5,5,1,1.05,0.7,0.4,1.5,0.9,0.7
0,4,0.525,0.7375,1,0.833333,1,0.428571,0.418182,11.1198,0.0527676,0.105469,1,0.12956,5,5,1,0.75,0.5,0.5,1.16667,0.7,0.6
0,4,0.4,0.59375,1,0.666667,1,0.25,-0.187879,3.29895,0.0214726,0.104605,1,0.175813,5,5,1,1.4,0.933333,0.3,1.5,0.9,0.8
1,4,0.425,0.625,1,1.5,1,0.25,0.0545455,4.90052,7.65186e-05,0.106306,1,0.118059,5,5,1,0.15,0.1,0.8,0.666667,0.4,0.3
1,4,0.7,0.89375,1,1.16667,1,0.428571,0.672727,4.65101,0.0784734,0.10717,1,0.185374,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
0,4,0.375,0.54375,1,0.5,1,0.428571,-0.0666667,0.727338,0.00599364,0.103111,1,0.0939003,5,5,1,0.4,0.266667,0.6,0.666667,0.4,0.5
0,4,0.4,0.45625,1,0.5,1,0.25,0.0787879,3.44691,0.021159,0.10717,1,0.194277,5,5,1,0.1,0.0666667,0.8,0.833333,0.5,0.2
1,4,0.5,0.65625,1,0.666667,1,0.428571,0.29697,0.554629,0.00303091,0.105469,1,0.162892,5,5,1,0.05,0.0333333,0.9,0.666667,0.4,0.2
1,4,0.45,0.61875,1,1.16667,1,0.428571,0.660606,6.51753,0.0406097,0.106306,1,0.175006,5,5,1,0,0,1,0.166667,0.1,0.1
0,4,0.225,0.3,1,0.666667,1,0.666667,0.636364,0.226436,0.0146859,0.106306,1,0.0642559,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.2
1,4,0.45,0.64375,1,1.5,1,0.428571,0.466667,0.517964,0.00224433,0.104658,1,0.114174,5,5,1,0.5,0.333333,0.6,1.16667,0.7,0.5
1,4,0.425,0.575,1,0.5,1,0.25,-0.151515,4.15342,0.0183751,0.103873,1,0.11924,5,5,1,0,0,1,0.333333,0.2,0.1
0,4,0.25,0.375,1,0.666667,1,0.428571,-0.151515,1.70222,0.020537,0.104658,1,0.124066,5,5,1,0.4,0.266667,0.4,0.833333,0.5,0.5
0,4,0.35,0.5125,1,0.666667,1,0.428571,0.139394,0.241732,0.00242949,0.104605,1,0.115914,5,5,1,0.1,0.0666667,0.8,0.833333,0.5,0.2
0,4,0.375,0.6375,1,1.16667,1,0.428571,0.527273,0.301084,0.0355886,0.106306,1,0.110206,5,5,1,0.45,0.3,0.6,0.833333,0.5,0.5
1,4,0.525,0.775,1,1,1,1,0.793939,3.95522,0.0193616,0.106306,1,0.214683,5,5,1,0.3,0.2,0.6,0.5,0.3,0.3
0,4,0.325,0.48125,1,0.833333,1,0.25,0.0666667,2.36983,0.102827,0.10717,1,0.0804688,5,5,1,1.05,0.7,0.4,1.16667,0.7,0.7
1,4,0.5,0.75625,1,0.166667,1,0.428571,-0.030303,3.94744,0.0885062,0.105469,1,0.16858,5,5,1,0.2,0.133333,0.7,0.5,0.3,0.3
1,4,0.425,0.65,1,0.5,1,0.428571,0.175758,2.18217,0.035955,0.10717,1,0.109761,5,5,1,0.3,0.2,0.7,0.333333,0.2,0.4
0,5,0.55,0.9,1,1.5,1,0.25,0.236364,11.8707,0.0267761,0.10717,1,0.125527,5,5,1,0.9,0.6,0.2,1.5,0.9,0.9
1,5,0.275,0.425,1,0.833333,1,0.25,0.260606,3.38765,0.042524,0.10717,1,0.106612,5,5,1,0.45,0.3,0.5,1,0.6,0.5
0,5,0.25,0.4125,1,0.5,1,0.428571,0.0666667,0.678541,0.00243095,0.106306,1,0.122605,5,5,1,0.1,0.0666667,0.8,0.666667,0.4,0.3
0,5,0.425,0.65625,1,0.666667,1,0.428571,0.10303,0.174319,0.023191,0.10717,1,0.147922,5,5,1,0,0,1,0.333333,0.2,0.1
1,5,0.425,0.5875,1,0.666667,1,0.25,0.369697,2.20609,0.0878983,0.10717,1,0.148617,5,5,1,1.8,1.2,0.2,1.66667,1,0.9
0,5,0.375,0.5,1,0.5,1,0.666667,0.660606,0.634013,0.0304211,0.106306,1,0.123041,5,5,1,0,0,1,0.166667,0.1,0.1
1,5,0.2,0.3125,1,0.666667,1,0.25,-0.224242,0.904711,0.121663,0.103873,1,0.0488491,5,5,1,0.35,0.233333,0.5,1,0.6,0.6
0,5,0.325,0.475,0,0.666667,1,0.428571,-0.030303,2.12382,0.0810172,0.104605,1,0.0898801,5,5,1,0.75,0.5,0.5,1.16667,0.7,0.6
0,5,0.325,0.45625,1,0.333333,1,0.428571,0.357576,5.84049,0.0025071,0.104658,1,0.115257,5,5,1,0.7,0.466667,0.3,1.16667,0.7,0.5
1,5,0.5,0.63125,1,0.666667,1,0.666667,0.224242,0.447447,0.025649,0.105469,1,0.096462,5,5,1,0.15,0.1,0.8,0.166667,0.1,0.3
0,5,0.25,0.40625,1,0.833333,1,0.666667,0.866667,2.18655,0.0160565,0.10717,1,0.0909728,5,5,1,0.3,0.2,0.7,1,0.6,0.4
0,5,0.425,0.70625,1,0.833333,1,0.428571,0.563636,1.50538,0.0418978,0.10717,1,0.12839,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,5,0.275,0.4375,1,0.666667,1,0.428571,0.757576,4.05606,0.0163898,0.10717,1,0.105987,5,5,1,0.05,0.0333333,0.9,0.333333,0.2,0.2
1,5,0.425,0.53125,1,0.5,1,0.428571,0.187879,2.05058,0.0858959,0.106306,1,0.217151,5,5,1,0,0,1,0.166667,0.1,0.1
1,5,0.65,0.89375,1,0.833333,1,0.25,-0.248485,0.93413,0.0238015,0.105469,1,0.132685,5,5,1,0,0,1,0.333333,0.2,0.1
0,5,0.25,0.3875,1,1,1,0.25,0.0666667,0.00946629,0.0457951,0.106306,1,0.113933,5,5,1,0.2,0.133333,0.7,0.5,0.3,0.4
1,5,0.525,0.7,1,1,1,0.111111,-0.393939,2.45611,0.00743767,0.102957,1,0.109658,5,5,1,1.2,0.8,0.2,1.33333,0.8,0.9
1,5,0.275,0.4125,1,0.833333,1,0.666667,0.515152,1.21628,0.126722,0.10717,1,0.055066,5,5,1,1.15,0.766667,0.2,1.66667,1,0.8
1,5,0.425,0.64375,1,0.5,1,0.428571,0.0424242,2.69865,0.0110478,0.105469,1,0.126913,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,5,0.425,0.5625,1,0.833333,1,0.428571,0.490909,1.88539,0.0148721,0.10717,1,0.140618,5,5,1,0.5,0.333333,0.5,0.833333,0.5,0.5
0,5,0.35,0.53125,1,0.833333,1,0.666667,0.345455,0.64788,0.0154707,0.103873,1,0.100561,5,5,1,0,0,1,0.333333,0.2,0.1
0,5,0.35,0.4625,1,0.666667,1,0.25,-0.430303,1.47683,0.0193021,0.102372,1,0.101045,5,5,1,0.5,0.333333,0.4,1.16667,0.7,0.7
0,5,0.475,0.60625,1,0.5,1,0.25,-0.212121,0.64037,0.0367798,0.104605,1,0.133117,5,5,1,0.1,0.0666667,0.8,1,0.6,0.3
0,5,0.45,0.6625,1,1.33333,1,0.25,-0.587879,0.402176,0.0372752,0.103794,1,0.119934,5,5,1,2.25,1.5,0.1,1.33333,0.8,1
0,5,0.375,0.45,1,0.666667,1,0.428571,0.357576,0.566556,0.0405967,0.10717,1,0.146969,5,5,1,0.15,0.1,0.8,0.5,0.3,0.3
0,5,0.375,0.5,1,0.666667,1,0.428571,0.333333,1.88519,0.149605,0.10717,1,0.14609,5,5,1,1.5,1,0.1,1.5,0.9,1
1,5,0.35,0.575,1,1.16667,1,0.666667,0.612121,3.75068,0.0773589,0.106306,1,0.150328,5,5,1,0.4,0.266667,0.5,1.16667,0.7,0.6
0,5,0.325,0.5375,1,0.666667,1,0.25,0.151515,5.03999,0.00754395,0.105469,1,0.083322,5,5,1,1.05,0.7,0.4,1.16667,0.7,0.7
1,5,0.3,0.475,1,0.666667,1,0.25,-0.163636,0.18476,0.0475341,0.106306,1,0.136343,5,5,1,0.15,0.1,0.7,0.5,0.3,0.3
0,5,0.325,0.41875,1,0.5,1,0.25,-0.393939,0.213422,0.000587786,0.104605,1,0.149061,5,5,1,0.25,0.166667,0.7,0.833333,0.5,0.4
0,5,0.3,0.4,1,0.5,1,0.25,-0.030303,2.12876,0.00203427,0.105469,1,0.0834982,5,5,1,1.8,1.2,0.2,1.5,0.9,0.9
1,5,0.525,0.65,1,1.16667,1,0.666667,0.575758,1.33261,0.0596236,0.106306,1,0.125158,5,5,1,0.6,0.4,0.5,1,0.6,0.6
0,5,0.275,0.3875,1,0.833333,1,0.25,-0.0424242,2.5065,0.0138779,0.104605,1,0.0557289,5,5,1,0.2,0.133333,0.7,0.333333,0.2,0.3
1,5,0.25,0.36875,1,0.666667,1,0.666667,0.709091,1.07023,0.0546974,0.106306,1,0.0618634,5,5,1,0.2,0.133333,0.7,0.5,0.3,0.4
0,5,0.4,0.6125,1,1.16667,1,0.25,-0.50303,2.39197,0.00265436,0.105442,1,0.11279,5,5,1,1.3,0.866667,0.3,1.33333,0.8,0.8
0,5,0.3,0.4,1,0.5,1,0.428571,0.309091,1.24437,0.0206436,0.104605,1,0.169189,5,5,1,1.15,0.766667,0.1,1.66667,1,1
0,5,0.25,0.35625,1,0.5,1,0,-0.733333,0.454234,0.0218011,0.102247,1,0.106062,5,5,1,0.75,0.5,0.4,1.16667,0.7,0.7
0,5,0.675,0.95,1,0.666667,1,0.428571,0.0787879,3.32919,0.0994402,0.10717,1,0.201161,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,5,0.45,0.69375,1,0.166667,1,0.25,0.248485,13.6629,0.375823,0.10717,1,0.214992,5,5,1,0,0,1,0.5,0.3,0.1
1,5,0.425,0.675,1,0.5,1,0.428571,0.0787879,1.57075,0.00770077,0.104658,1,0.056601,5,5,1,0.05,0.0333333,0.9,0.333333,0.2,0.2
0,5,0.325,0.44375,1,0.666667,1,0.25,0.272727,0.289907,0.019845,0.106306,1,0.138889,5,5,1,0.5,0.333333,0.6,1,0.6,0.5
0,5,0.475,0.64375,1,1.33333,1,0.666667,0.624242,11.5507,0.167255,0.10717,1,0.173879,5,5,1,0.8,0.533333,0.4,1.33333,0.8,0.6
1,5,0.3,0.4625,1,0.5,1,0.666667,0.733333,2.39985,0.0685075,0.106306,1,0.132389,5,5,1,0.1,0.0666667,0.8,0.5,0.3,0.3
1,5,0.375,0.49375,1,0.833333,1,0.428571,0.769697,0.64945,0.0075321,0.10717,1,0.135564,5,5,1,0.05,0.0333333,0.9,0.666667,0.4,0.2
0,5,0.325,0.4625,1,0.833333,1,0.25,0.139394,4.90554,0.00931553,0.106306,1,0.075602,5,5,1,0.2,0.133333,0.7,0.833333,0.5,0.3
0,5,0.325,0.4375,1,0.333333,1,0.666667,0.660606,0.905367,0.00606041,0.105469,1,0.165173,5,5,1,0.2,0.133333,0.7,1,0.6,0.3
1,5,0.525,0.79375,1,1.16667,1,0.428571,-0.139394,0.305552,0.0382059,0.103873,1,0.193159,5,5,1,0.1,0.0666667,0.8,0.333333,0.2,0.3
1,5,0.475,0.8625,1,1.66667,1,0.666667,0.806061,0.793659,0.0434604,0.106306,1,0.161146,5,5,1,0.35,0.233333,0.6,1,0.6,0.4
0,5,0.45,0.63125,1,0.833333,1,0.111111,-0.345455,3.37792,0.0151634,0.105442,1,0.0960514,5,5,1,0.65,0.433333,0.5,1.16667,0.7,0.6
1,5,0.725,1.03125,1,1.33333,1,0.428571,0.418182,7.70711,0.100111,0.10717,1,0.229151,5,5,1,0.15,0.1,0.7,0.666667,0.4,0.2
1,5,0.375,0.5375,1,0.5,1,0.428571,0.454545,3.89282,0.0267055,0.106306,1,0.0869822,5,5,1,0.1,0.0666667,0.8,0.833333,0.5,0.3
1,5,0.45,0.6125,1,0.833333,1,0.25,-0.151515,6.06094,0.0121604,0.105469,1,0.136901,5,5,1,1.8,1.2,0.2,1.66667,1,0.9
1,5,0.475,0.7625,1,1.5,1,0.428571,0.0545455,2.90097,0.0225274,0.105442,1,0.135246,5,5,1,0,0,1,0.333333,0.2,0.1
0,5,0.325,0.4375,1,0.5,1,0.25,-0.539394,1.34647,0.0189576,0.104605,1,0.0899184,5,5,1,0.35,0.233333,0.6,0.666667,0.4,0.5
1,5,0.275,0.39375,1,0.833333,1,0.666667,0.818182,0.465858,0.0673773,0.10717,1,0.117129,5,5,1,0.15,0.1,0.8,0.666667,0.4,0.3
1,5,0.375,0.56875,1,0.666667,1,1,0.818182,0.0427549,0.0104867,0.106306,1,0.177233,5,5,1,0.4,0.266667,0.5,0.833333,0.5,0.5
1,5,0.25,0.2875,1,0.833333,1,0.666667,0.878788,6.17806,0.0192147,0.10717,1,0.0643663,5,5,1,0.2,0.133333,0.7,0.666667,0.4,0.3
0,5,0.325,0.5,1,0.166667,1,0.666667,0.272727,2.23623,0.0474449,0.105469,1,0.0809837,5,5,1,0.1,0.0666667,0.8,0.166667,0.1,0.2
1,5,0.3,0.48125,1,0.833333,1,1,0.878788,1.3589,0.128788,0.106306,1,0.0906329,5,5,1,1.05,0.7,0.4,1.5,0.9,0.7
1,5,0.575,0.74375,1,0.833333,1,0.428571,-0.29697,0.442129,0.0480045,0.104658,1,0.173259,5,5,1,1.35,0.9,0.1,1.5,0.9,1
0,5,0.2,0.3125,1,0.5,1,0.428571,0.454545,2.57277,0.0225714,0.106306,1,0.0887217,5,5,1,0.1,0.0666667,0.8,0.5,0.3,0.2
1,5,0.575,0.83125,1,0.833333,1,0.111111,-0.151515,13.6062,0.170214,0.10717,1,0.173047,5,5,1,1.8,1.2,0.2,1.5,0.9,0.9
0,5,0.35,0.43125,0,0.5,1,0.666667,0.878788,0.416885,0.0314728,0.10717,1,0.0994826,5,5,1,0.1,0.0666667,0.8,0,0,0.2
0,5,0.25,0.4375,1,0.833333,1,0.428571,0.212121,3.71708,0.0208458,0.106306,1,0.0962056,5,5,1,0.55,0.366667,0.5,1,0.6,0.6
1,5,0.375,0.53125,1,1.16667,1,0.428571,0.357576,1.46721,0.0146946,0.105469,1,0.100329,5,5,1,0.05,0.0333333,0.9,0.833333,0.5,0.2
0,5,0.275,0.54375,0,1.16667,1,0.25,-0.333333,2.0168,0.0183881,0.104658,1,0.0779847,5,5,1,0.2,0.133333,0.7,0.666667,0.4,0.3
1,5,0.15,0.26875,1,0.333333,0.2,1,1,1.92924,0.0554958,0.504065,0.4,0.02,5,5,0.2,0,0,0.2,0.166667,0.5,0.5
1,5,0.325,0.45,1,0.833333,1,0.25,-0.333333,3.56748,0.0396081,0.104658,1,0.0883756,5,5,1,2.25,1.5,0.1,1.66667,1,1
1,5,0.3,0.38125,1,0.666667,1,0.428571,0.551515,0.0834628,0.00373013,0.106306,1,0.144976,5,5,1,0.25,0.166667,0.6,0.833333,0.5,0.4
1,5,0.475,0.7375,1,1.16667,1,0.428571,0.151515,2.22946,0.0267447,0.10717,1,0.14254,5,5,1,0.35,0.233333,0.6,0.833333,0.5,0.5
1,5,0.35,0.5375,1,1,1,0.111111,-0.369697,4.79018,0.0279502,0.10717,1,0.117139,5,5,1,0,0,1,0.333333,0.2,0.1
1,5,0.525,0.6875,1,0.333333,1,0.428571,0.430303,10.4707,0.0443657,0.10717,1,0.119143,5,5,1,0,0,1,0.166667,0.1,0.1
0,5,0.3,0.4375,1,0.833333,1,0.666667,0.878788,0.902637,0.0281787,0.10717,1,0.0785851,5,5,1,0.35,0.233333,0.6,0.5,0.3,0.4
1,5,0.325,0.525,1,0.666667,1,0.666667,0.757576,4.13944,0.0985223,0.10717,1,0.114891,5,5,1,0.45,0.3,0.5,1,0.6,0.5
1,5,0.35,0.49375,1,0.5,1,0.666667,0.890909,3.55132,0.0877707,0.10717,1,0.115661,5,5,1,0.55,0.366667,0.4,0.666667,0.4,0.7
1,5,0.325,0.49375,0,0.5,1,0.666667,0.418182,6.72952,0.000569668,0.106306,1,0.163752,5,5,1,0.15,0.1,0.7,0.666667,0.4,0.2
0,5,0.4,0.575,1,0.5,1,0.428571,0.369697,0.90798,0.012466,0.106306,1,0.104619,5,5,1,0.15,0.1,0.8,0.5,0.3,0.3
1,5,0.275,0.35,1,0.833333,1,0.25,0.187879,2.3561,0.187208,0.10717,1,0.175481,5,5,1,0.15,0.1,0.7,1,0.6,0.2
0,5,0.325,0.4875,1,0.833333,1,0.25,-0.0787879,0.102622,0.044965,0.104605,1,0.0995384,5,5,1,0.3,0.2,0.7,0.833333,0.5,0.4
1,5,0.425,0.65,1,0.5,1,0.428571,0.478788,5.55604,0.0291263,0.10717,1,0.144167,5,5,1,0.05,0.0333333,0.9,0.5,0.3,0.2
1,6,0.5,0.675,1,1.5,1,1,0.781818,8.87766,0.128073,0.10717,1,0.212365,5,5,1,0.7,0.466667,0.3,1.33333,0.8,0.8
1,6,0.3,0.3375,1,0.333333,1,0.428571,-0.151515,0.613984,0.0115402,0.106306,1,0.143636,5,5,1,0.1,0.0666667,0.8,0.833333,0.5,0.2
1,6,0.375,0.53125,1,0.666667,1,0.666667,0.527273,2.5537,0.0581605,0.106306,1,0.0893542,5,5,1,0.5,0.333333,0.6,1.16667,0.7,0.5
1,6,0.275,0.35625,1,0.833333,1,0.25,-0.0545455,1.41977,0.0404868,0.105469,1,0.068588,5,5,1,0.35,0.233333,0.6,1.33333,0.8,0.4
0,6,0.525,0.74375,1,0.333333,1,0.666667,0.442424,3.95383,0.206663,0.10717,1,0.195068,5,5,1,0.2,0.133333,0.7,1,0.6,0.3
0,6,0.45,0.625,1,0.5,1,0.428571,0.0545455,0.931866,0.013504,0.10717,1,0.186229,5,5,1,0.05,0.0333333,0.9,0.333333,0.2,0.2
0,6,0.325,0.4,1,0.5,1,0.25,-0.187879,0.147035,0.0121938,0.104605,1,0.120623,5,5,1,0,0,1,0.5,0.3,0.1
1,6,0.45,0.66875,1,0.333333,1,0.428571,0.369697,2.944,0.00700913,0.104658,1,0.212662,5,5,1,0.65,0.433333,0.1,1,0.6,1
