y,batch,x_bm25,x_dense,x_rrf,x_rank_sp,x_rank_de,x_q_overlap,x_title_seed,x_title_deg,x_slot
0,706,0.495795,-1.92915,-0.687791,0.333333,0.1,0.0898876,0,0.166667,0.9
0,706,-0.274092,0.122446,-0.090439,0.2,0.166667,0.0725806,0,0,1
1,707,0.247943,0.532399,0.208881,0.2,0.2,0.109091,1,0,0.1
0,707,0.319031,0.71264,1.07401,0.333333,0.25,0.0917431,0,0,0.2
1,707,2.43444,-2.4165,0.101956,1,0.1,0.180328,1,0.333333,0.3
0,707,0.274269,-0.496037,-0.311475,0.25,0.125,0.1125,0,0,0.4
0,707,0.364056,0.830921,1.67234,0.5,0.333333,0.0792079,0,0,0.5
0,707,-1.32847,-0.517323,-2.15432,0.1,0.111111,0.133333,1,0.333333,0.6
0,707,-1.13742,0.890478,0.033852,0.111111,0.5,0.0729167,0,0,0.7
0,707,-0.0906127,-0.10766,-0.344537,0.166667,0.166667,0.08,1,0,0.8
0,707,-0.698194,1.05934,0.60073,0.125,1,0.0636364,0,0,0.9
0,707,-0.385043,-0.488259,-0.881436,0.142857,0.142857,0.0882353,1,0.333333,1
0,708,-0.722822,0.607695,0.356242,0.142857,0.333333,0.0860215,1,0.5,0.1
1,708,1.53134,-0.939549,0.0495268,0.5,0.111111,0.0761905,1,0,0.2
0,708,0.83031,0.0968702,0.356242,0.333333,0.142857,0.0947368,0,0,0.3
0,708,-0.700236,-0.0195218,-1.27802,0.166667,0.125,0.125,0,0,0.4
0,708,-0.984238,1.2437,0.149166,0.1,1,0.102041,1,0,0.5
0,708,-0.74029,0.290849,-0.873188,0.125,0.2,0.0740741,1,0.333333,0.6
0,708,0.204286,0.619287,2.01596,0.25,0.5,0.0818182,0,0,0.7
0,708,-0.753399,0.203419,-1.64818,0.111111,0.166667,0.097561,0,0.166667,0.8
1,708,1.87903,-2.54655,0.149166,1,0.1,0.354839,1,0.333333,0.9
0,708,-0.543984,0.443802,0.72309,0.2,0.25,0.0888889,0,0.333333,1
0,709,-0.327874,-0.368157,-0.894837,0.166667,0.125,0.0810811,1,0,0.1
1,709,-0.209849,0.556939,0.80788,0.333333,0.2,0.0571429,1,0.166667,0.2
0,709,-0.496147,0.747017,-0.0174751,0.125,0.333333,0.0757576,0,0,0.3
0,709,-0.716914,0.882308,-0.217087,0.1,0.5,0.0606061,0,0,0.4
0,709,-0.302618,-0.288698,-0.344476,0.2,0.142857,0.103448,1,0,0.5
0,709,-0.2863,1.26485,1.73304,0.25,1,0.1,0,0,0.6
0,709,-0.67331,-0.0817165,-1.15401,0.111111,0.166667,0.0409836,0,0,0.7
0,709,-0.341543,-1.19667,-1.429,0.142857,0.111111,0.0757576,0,0,0.8
0,709,0.511459,0.646872,1.41152,0.5,0.25,0.0857143,1,0.166667,0.9
1,709,2.8431,-2.16274,0.104442,1,0.1,0.0990099,1,0,1
0,710,-0.796619,0.64775,0.683942,0.142857,0.333333,0.111111,1,0.666667,0.1
1,710,1.68738,-1.42608,0.976722,1,0.111111,0.30303,0,0,0.2
0,710,0.436847,0.325077,-0.944556,0.2,0.142857,0.210526,0,0,0.3
0,710,1.11532,-1.36543,0.805731,0.5,0.125,0.196078,0,0,0.4
0,710,0.443459,0.488725,1.38824,0.25,0.2,0.104839,0,0,0.5
1,710,0.807716,-1.65657,-1.4489,0.333333,0.1,0.294118,1,0.666667,0.6
0,710,-1.3242,0.953656,-0.595256,0.1,0.5,0.0769231,1,0.666667,0.7
0,710,-1.07533,0.584868,-0.874889,0.125,0.25,0.109756,1,0.666667,0.8
0,710,-1.14049,1.10721,0.976722,0.111111,1,0.101124,1,0.666667,0.9
0,710,-0.154089,0.340789,-0.967757,0.166667,0.166667,0.109091,1,0,1
0,711,0.829191,-2.47301,-0.325541,0.5,0.1,0.291667,1,0.666667,0.1
0,711,-0.920456,0.408816,-0.916819,0.125,0.2,0.1,1,0,0.2
0,711,-0.454627,-0.329359,-1.34188,0.166667,0.125,0.108108,1,0.666667,0.3
0,711,-1.25673,1.35293,0.156619,0.1,1,0.108108,0,0,0.4
0,711,-0.972699,0.59552,0.0520015,0.111111,0.5,0.0629921,1,0.666667,0.5
1,711,0.665287,0.48293,2.1021,0.333333,0.333333,0.11828,0,0,0.6
0,711,-0.503099,0.0117329,-1.35401,0.142857,0.142857,0.142857,0,0,0.7
0,711,-0.178687,0.476564,0.759221,0.2,0.25,0.103448,1,0.666667,0.8
1,711,2.1403,-0.905196,0.534162,1,0.111111,0.203704,1,0.666667,0.9
0,711,0.651523,0.37907,0.334155,0.25,0.166667,0.157895,0,0,1
0,712,-0.570954,0.539979,-0.0253549,0.125,0.333333,0.0616438,0,0,0.1
0,712,0.268392,0.438166,1.62387,0.5,0.2,0.151515,0,0,0.2
0,712,-0.403958,-0.236701,-0.911074,0.166667,0.142857,0.142857,1,0,0.3
0,712,-0.26717,0.164898,-0.100812,0.2,0.166667,0.0819672,0,0,0.4
1,712,-0.0552145,-0.916544,-0.838973,0.25,0.111111,0.145161,1,0.166667,0.5
0,712,0.0661144,0.49883,1.59629,0.333333,0.25,0.08,1,0.166667,0.6
1,712,2.85048,-2.16199,0.151536,1,0.1,0.318182,0,0,0.7
0,712,-0.48029,-0.606461,-1.69732,0.142857,0.125,0.209302,0,0,0.8
0,712,-0.620913,1.733,0.516825,0.111111,1,0.0842105,1,0,0.9
0,712,-0.786484,0.546823,-0.314975,0.1,0.5,0.106061,0,0,1
0,713,-0.802486,0.324093,-1.30307,0.1,0.2,0.0952381,0,0,0.1
0,713,-0.284996,0.925561,1.29946,0.2,0.5,0.102041,1,0,0.2
0,713,-0.538736,0.618894,0.289603,0.142857,0.333333,0.0967742,0,0,0.3
0,713,0.127786,-0.206157,-0.0202896,0.333333,0.125,0.13253,1,0.166667,0.4
1,713,2.68617,-2.69114,0.121263,1,0.1,0.291667,1,0.333333,0.5
0,713,-0.382582,-0.0543435,-0.729063,0.166667,0.142857,0.113636,0,0.166667,0.6
0,713,-0.737083,0.406128,-0.370456,0.125,0.25,0.163265,1,0.166667,0.7
0,713,-0.790229,0.215505,-1.33987,0.111111,0.166667,0.0776699,1,0.166667,0.8
1,713,0.659262,-0.493757,0.0402623,0.5,0.111111,0.214286,1,0.166667,0.9
0,713,0.0628901,0.955212,2.01216,0.25,1,0.0952381,1,0.166667,1
0,714,-0.734997,-0.212258,-1.19209,0.166667,0.125,0.0897436,0,0,0.1
0,714,0.717926,-0.117486,0.33229,0.333333,0.142857,0.126984,0,0,0.2
0,714,-0.826123,0.788151,-0.368544,0.111111,0.333333,0.157895,1,0,0.3
1,714,0.0318839,0.188577,0.674471,0.2,0.25,0.0784314,1,0.166667,0.4
0,714,0.0830423,-0.524524,-0.770323,0.25,0.111111,0.132353,0,0,0.5
0,714,-0.796746,0.971737,0.39146,0.125,0.5,0.15,0,0,0.6
0,714,-1.10897,-0.0333816,-1.87276,0.1,0.166667,0.0746269,0,0,0.7
1,714,1.75842,-2.4881,0.139136,1,0.1,0.188679,0,0,0.8
0,714,1.64484,0.0599194,1.49099,0.5,0.2,0.1,1,0.166667,0.9
0,714,-0.769278,1.36736,1.17537,0.142857,1,0.112903,0,0,1
0,715,0.721562,-0.741172,0.2225,0.5,0.125,0.123596,1,0.5,0.1
0,715,-0.713112,-0.329621,-0.873811,0.111111,0.166667,0.0695652,1,0.333333,0.2
0,715,-0.562558,0.533335,0.397093,0.166667,0.333333,0.0714286,0,0,0.3
1,715,-0.679915,0.0195323,-0.0394972,0.142857,0.25,0.190476,0,0,0.4
0,715,-0.51146,-0.879323,-0.65918,0.2,0.111111,0.0733945,1,0.333333,0.5
0,715,0.469794,-0.639072,0.188869,0.333333,0.142857,0.0709677,0,0.166667,0.6
0,715,0.262522,2.0278,1.31226,0.25,1,0.1,1,0.5,0.7
0,715,-0.82921,-1.24237,-1.86165,0.1,0.1,0.0752688,0,0.166667,0.8
0,715,-0.699934,-0.222424,-0.462937,0.125,0.2,0.108108,0,0,0.9
1,715,2.54231,1.47331,1.77636,1,0.5,0.159091,1,0.333333,1
0,716,-0.170651,-0.678876,-1.26365,0.166667,0.142857,0.075,1,0.333333,0.1
1,716,-0.0886105,0.437806,0.430603,0.2,0.2,0.0506329,1,0,0.2
0,716,0.602832,-0.583701,1.05536,0.333333,0.166667,0.0736842,0,0,0.3
0,716,-0.523082,1.50604,1.77551,0.142857,1,0.057971,0,0,0.4
0,716,-0.548514,1.37394,0.59134,0.125,0.5,0.0546875,0,0,0.5
1,716,1.28694,-1.23037,-0.436869,0.5,0.1,0.0427807,1,0,0.6
0,716,1.92064,-1.11946,0.716834,1,0.111111,0.0824742,1,0.333333,0.7
0,716,0.20494,-1.06593,-0.642096,0.25,0.125,0.125,0,0,0.8
0,716,-1.21029,0.575081,-1.16365,0.111111,0.25,0.037037,0,0,0.9
0,716,-1.4742,0.785462,-1.06338,0.1,0.333333,0.0493827,1,0.333333,1
0,717,-0.463201,0.728348,1.09903,0.2,0.25,0.0819672,0,0,0.1
0,717,-0.503796,0.344037,-1.36309,0.142857,0.166667,0.0930233,0,0,0.2
0,717,0.490163,-1.03129,0.637872,0.5,0.125,0.101449,0,0.333333,0.3
0,717,0.305278,-0.225258,0.541455,0.333333,0.142857,0.0769231,1,0.166667,0.4
0,717,-0.605356,1.01239,1.33583,0.125,1,0.104167,1,0.5,0.5
1,717,2.70989,-1.24048,0.77324,1,0.111111,0.225806,1,0.5,0.6
0,717,-0.468847,0.717177,-0.150828,0.166667,0.2,0.0684932,1,0.5,0.7
1,717,0.117197,-1.94899,-1.80174,0.25,0.1,0.117647,0,0.166667,0.8
0,717,-0.744047,0.756095,-0.60053,0.111111,0.333333,0.0833333,1,0.5,0.9
0,717,-0.837284,0.88798,-0.471245,0.1,0.5,0.0877193,0,0,1
0,718,0.524107,0.154303,0.816871,0.333333,0.2,0.092437,0,0,0.1
0,718,-0.512254,0.331046,0.225312,0.166667,0.25,0.112676,1,0.666667,0.2
0,718,-1.0964,1.14075,0.0350632,0.111111,0.5,0.0898876,0,0,0.3
0,718,0.391665,0.526011,0.816871,0.2,0.333333,0.102041,1,0.333333,0.4
0,718,0.511022,0.0491274,-0.0527428,0.25,0.142857,0.0675676,1,0.333333,0.5
1,718,-1.53019,-1.13126,-2.2314,0.1,0.111111,0.178571,1,0,0.6
0,718,-0.541093,1.65524,0.892101,0.142857,1,0.2,0,0,0.7
0,718,0.727914,0.101,0.845048,0.5,0.166667,0.11,0,0,0.8
1,718,2.08907,-1.77549,0.105604,1,0.1,0.244898,1,0.666667,0.9
0,718,-0.563842,-1.05073,-1.45273,0.125,0.125,0.138462,1,0.333333,1
0,719,-0.205059,0.103408,-0.242341,0.142857,0.2,0.0705882,0,0,0.1
0,719,-0.0788754,-0.820148,-0.612438,0.2,0.111111,0.206897,1,0.833333,0.2
0,719,0.0675418,-1.91642,-0.583911,0.25,0.1,0.12,1,0.833333,0.3
0,719,-1.19177,-0.585621,-1.00531,0.111111,0.142857,0.131579,1,0.833333,0.4
0,719,-0.611439,0.774097,-0.224466,0.125,0.25,0.0810811,1,0.833333,0.5
0,719,-0.140322,-0.267916,-0.248293,0.166667,0.166667,0.125,1,0.833333,0.6
1,719,-1.6185,-0.716196,-1.3702,0.1,0.125,0.0833333,1,0.833333,0.7
0,719,1.04687,0.781203,1.20518,0.5,0.333333,0.101266,1,0.166667,0.8
0,719,0.779636,1.35505,1.43138,0.333333,1,0.0875,0,0,0.9
1,719,1.95192,1.29254,1.6504,1,0.5,0.12,1,0.166667,1
0,720,-0.717071,0.705041,-0.516068,0.111111,0.333333,0.0641026,1,0.666667,0.1
0,720,-0.312997,0.442134,-0.642604,0.142857,0.2,0.0673077,1,0.666667,0.2
0,720,0.108965,0.552164,2.63312,0.5,0.25,0.103896,0,0,0.3
0,720,-0.216158,-0.092587,-0.642604,0.2,0.142857,0.0560748,0,0,0.4
0,720,-0.0225032,-0.367577,-0.0325991,0.333333,0.125,0.0672269,1,0.666667,0.5
0,720,-0.159585,-0.766824,-1.07868,0.25,0.111111,0.0769231,0,0,0.6
1,720,2.89207,-2.56991,0.194832,1,0.1,0.16129,0,0,0.7
0,720,-0.258814,0.348608,-0.658388,0.166667,0.166667,0.0795455,1,0.666667,0.8
1,720,-0.589709,0.786486,0.548158,0.125,0.5,0.122449,0,0.166667,0.9
0,720,-0.724198,0.962462,0.194832,0.1,1,0.0595238,1,0.833333,1
0,721,0.937384,-0.116364,1.36992,0.5,0.2,0.1625,0,0,0.1
0,721,-0.631863,-0.143716,-1.09529,0.125,0.166667,0.123077,1,0,0.2
0,721,0.77401,0.662677,1.7158,0.333333,0.333333,0.175,0,0,0.3
1,721,2.11036,-1.07517,0.436001,1,0.111111,0.205479,0,0,0.4
0,721,-0.199937,-1.43614,-1.72068,0.166667,0.1,0.146667,1,0.166667,0.5
0,721,-1.36266,0.707224,-0.265717,0.1,0.5,0.15,0,0,0.6
0,721,-0.151415,-0.685776,-0.748338,0.2,0.125,0.2,0,0,0.7
0,721,0.200199,-0.520053,-0.0638472,0.25,0.142857,0.0956522,0,0,0.8
0,721,-0.44758,0.390364,-0.0638472,0.142857,0.25,0.117647,0,0,0.9
1,721,-1.2285,2.21695,0.436001,0.111111,1,0.118644,1,0.166667,1
0,722,-0.782654,0.454839,-0.308434,0.125,0.25,0.0277778,0,0.166667,0.1
1,722,2.03071,-0.590087,0.344335,1,0.111111,0.0549451,1,0.166667,0.2
0,722,0.275742,0.830692,1.65601,0.333333,0.5,0.0267857,1,0.333333,0.3
0,722,-0.659263,-2.34821,-1.35892,0.166667,0.1,0.0952381,1,0.333333,0.4
1,722,-0.830364,-0.0462967,-1.11555,0.111111,0.166667,0.025974,1,0.166667,0.5
0,722,1.6164,-0.512628,0.284054,0.5,0.125,0.0508475,0,0,0.6
0,722,-0.771346,-0.263595,-0.872833,0.142857,0.142857,0.04,0,0,0.7
0,722,0.169911,1.52604,1.67529,0.25,1,0.0288462,0,0.166667,0.8
0,722,-0.896436,0.72667,-0.510799,0.1,0.333333,0.0246914,0,0,0.9
0,722,-0.152698,0.222571,0.206843,0.2,0.2,0.0425532,0,0,1
0,723,0.648042,0.710405,1.81364,0.5,0.333333,0.0569106,0,0,0.1
0,723,-0.667085,-0.421288,-1.52105,0.125,0.125,0.102564,0,0,0.2
0,723,-0.820939,0.804187,0.0367122,0.111111,0.5,0.0882353,1,0,0.3
0,723,-0.156411,0.298545,-0.36469,0.2,0.142857,0.0588235,0,0,0.4
1,723,2.67613,-1.70708,0.37711,1,0.111111,0.216216,1,0,0.5
1,723,0.275532,-2.00594,-0.559418,0.333333,0.1,0.227273,0,0,0.6
0,723,-0.577895,1.04505,0.934057,0.142857,1,0.0833333,0,0,0.7
0,723,-0.825818,0.348413,-1.48827,0.1,0.166667,0.0833333,0,0,0.8
0,723,-0.400238,0.453195,-0.073559,0.166667,0.2,0.0694444,0,0,0.9
0,723,-0.151319,0.474517,0.845465,0.25,0.25,0.0434783,0,0,1
0,724,-1.01173,-0.576778,-0.747104,0.111111,0.166667,0.169811,0,0,0.1
0,724,-0.362439,-1.15624,-1.08813,0.142857,0.1,0.208333,0,0,0.2
1,724,1.23907,0.205815,1.10907,0.5,0.333333,0.220339,0,0,0.3
1,724,2.21057,2.21568,1.72693,1,1,0.0775194,1,0,0.4
0,724,0.0767521,0.192325,0.517014,0.25,0.25,0.15,0,0,0.5
0,724,-0.115778,-0.703033,-0.395808,0.2,0.125,0.196429,1,0,0.6
0,724,-0.340669,-0.00127228,-0.0449824,0.166667,0.2,0.172414,0,0,0.7
0,724,-0.834333,-0.846981,-1.09793,0.125,0.111111,0.18,0,0,0.8
0,724,-1.21194,-0.640833,-1.08813,0.1,0.142857,0.156863,0,0,0.9
0,724,0.350493,1.31132,1.10907,0.333333,0.5,0.15,0,0,1
1,725,1.94247,-0.125369,1.18365,1,0.2,0.084507,1,0,0.1
0,725,-0.478043,0.47176,0.18307,0.166667,0.25,0.046875,0,0,0.2
0,725,-0.867933,-0.923893,-1.39329,0.111111,0.125,0.0581395,0,0,0.3
0,725,0.298269,1.52839,1.67158,0.333333,1,0.0481928,0,0,0.4
0,725,-0.187344,-1.17748,-0.922053,0.2,0.1,0.109091,1,0,0.5
0,725,-0.758334,-0.947452,-1.17401,0.142857,0.111111,0.0714286,0,0,0.6
0,725,-0.817853,-0.571802,-0.735165,0.125,0.166667,0.0735294,0,0,0.7
0,725,-0.966765,1.52677,-0.178351,0.1,0.5,0.0666667,0,0,0.8
1,725,1.71077,-0.786587,0.460694,0.5,0.142857,0.0869565,0,0,0.9
0,725,0.124755,1.00566,0.903878,0.25,0.333333,0.046875,1,0,1
0,726,-1.56527,0.645654,-0.879948,0.1,0.333333,0.0379747,1,0.5,0.1
0,726,1.9415,-1.51597,0.593182,1,0.111111,0.151515,0,0,0.2
0,726,-0.234715,-0.147893,-1.04568,0.166667,0.142857,0.0519481,0,0.166667,0.3
0,726,-0.429037,0.741196,0.933808,0.142857,0.5,0.0769231,1,0.5,0.4
0,726,-1.22483,1.79816,0.593182,0.111111,1,0.0535714,0,0.166667,0.5
0,726,-0.635167,0.309402,-1.01812,0.125,0.2,0.05,1,0.166667,0.6
0,726,0.882085,-0.468717,0.489336,0.5,0.125,0.0485437,0,0,0.7
1,726,0.626588,-1.72578,-1.38218,0.25,0.1,0.0555556,1,0,0.8
0,726,0.682009,0.427299,1.83213,0.333333,0.25,0.0547945,1,0.5,0.9
1,726,-0.0431661,-0.0633591,-0.115706,0.2,0.166667,0.0740741,1,0.666667,1
0,727,-1.39298,1.63332,0.167446,0.1,1,0.105263,1,0.333333,0.1
0,727,0.0429437,0.216965,0.840785,0.166667,0.333333,0.108911,0,0,0.2
0,727,0.804701,-0.125637,1.33991,0.5,0.166667,0.217391,1,0,0.3
0,727,-0.5884,-0.508917,-1.87553,0.142857,0.125,0.132353,1,0.166667,0.4
0,727,-1.19862,1.62994,0.0555964,0.111111,0.5,0.1,1,0.333333,0.5
1,727,2.15918,-0.786113,0.571089,1,0.111111,0.0947368,1,0,0.6
1,727,0.499824,-1.91146,-0.847173,0.333333,0.1,0.192982,0,0.333333,0.7
0,727,0.117913,-0.237805,-0.552281,0.2,0.142857,0.150685,1,0.5,0.8
0,727,0.326687,0.14848,1.28036,0.25,0.25,0.0964912,1,0.333333,0.9
0,727,-0.771244,-0.0587696,-0.980198,0.125,0.2,0.150943,0,0,1
0,728,-0.151574,-0.00541966,-0.126362,0.2,0.166667,0.152174,0,0,0.1
0,728,0.194103,-0.485248,0.534401,0.5,0.125,0.0576923,1,0.166667,0.2
0,728,-0.449951,-0.668595,-2.59883,0.142857,0.111111,0.0736842,1,0.166667,0.3
0,728,-0.243614,0.561769,0.40525,0.166667,0.25,0.0945946,1,0.333333,0.4
1,728,0.08065,-0.237238,-0.0948643,0.25,0.142857,0.12766,0,0.166667,0.5
0,728,0.119532,0.159823,1.46924,0.333333,0.2,0.148936,1,0.333333,0.6
0,728,-0.786059,1.60316,0.64781,0.111111,1,0.104167,0,0.166667,0.7
0,728,-0.703039,0.614349,-0.0317809,0.125,0.333333,0.0666667,0,0,0.8
1,728,2.7952,-2.3177,0.189942,1,0.1,0.15493,1,0.666667,0.9
0,728,-0.855249,0.775104,-0.394803,0.1,0.5,0.0641026,0,0,1
1,729,-0.462634,0.312812,-0.146284,0.166667,0.2,0.0535714,1,0.166667,0.1
0,729,-0.482197,0.912304,0.525142,0.142857,0.333333,0.0625,0,0,0.2
0,729,1.18998,-0.0982861,1.18059,0.5,0.142857,0.0714286,0,0,0.3
0,729,-0.45347,-0.127458,-0.671753,0.25,0.125,0.0810811,0,0,0.4
0,729,-0.523583,1.17961,0.219888,0.1,1,0.0344828,0,0,0.5
0,729,-0.488559,0.925326,0.618653,0.125,0.5,0.0555556,0,0,0.6
1,729,2.60317,-1.95825,0.219888,1,0.1,0.0727273,1,0,0.7
0,729,-0.456542,0.314713,1.06592,0.2,0.25,0.0833333,0,0,0.8
0,729,-0.412463,-1.67789,-0.582436,0.333333,0.111111,0.1875,1,0.166667,0.9
0,729,-0.513703,0.217123,-2.4296,0.111111,0.166667,0.0454545,0,0,1
0,730,-0.471364,-0.810868,-1.59541,0.166667,0.111111,0.147541,1,0,0.1
1,730,2.66064,-0.678684,0.850754,1,0.125,0.232558,1,0,0.2
0,730,-0.617444,1.08791,0.0479412,0.111111,0.5,0.117647,1,0.5,0.3
0,730,-0.597916,0.794354,0.344837,0.142857,0.333333,0.0654206,1,0.5,0.4
0,730,-0.351677,-0.445203,-0.476236,0.2,0.142857,0.138462,0,0,0.5
1,730,-0.603647,-0.0752616,-1.23711,0.125,0.166667,0.194444,0,0,0.6
0,730,-0.266783,0.226348,0.699939,0.25,0.2,0.147541,1,0.5,0.7
0,730,-0.876532,1.25405,0.14439,0.1,1,0.0727273,1,0.5,0.8
0,730,0.564798,0.79418,1.95141,0.5,0.25,0.146341,0,0,0.9
0,730,0.559923,-2.14683,-0.730523,0.333333,0.1,0.215686,0,0,1
0,731,-0.460026,0.128448,-0.397281,0.166667,0.166667,0.104478,1,0.5,0.1
1,731,-0.229366,0.159087,0.240858,0.2,0.2,0.102564,0,0,0.2
1,731,2.30269,-2.48857,0.117564,1,0.1,0.177778,1,0.166667,0.3
0,731,0.451376,0.356153,1.23843,0.333333,0.25,0.117647,0,0,0.4
0,731,1.16252,-0.0463448,0.631208,0.5,0.142857,0.16,1,0.333333,0.5
0,731,-1.00915,1.60205,0.117564,0.1,1,0.139535,1,0.166667,0.6
0,731,0.132179,0.688067,1.58886,0.25,0.5,0.142857,0,0,0.7
0,731,-0.764956,-0.626274,-1.60855,0.142857,0.111111,0.145833,0,0,0.8
0,731,-0.810671,0.412125,-0.311403,0.111111,0.333333,0.159091,0,0,0.9
0,731,-0.774597,-0.18474,-1.61725,0.125,0.125,0.162791,1,0.5,1
1,732,-1.6617,1.16471,0.106096,0.1,1,0.0465116,0,0.166667,0.1
0,732,0.0877507,0.235282,0.532732,0.333333,0.166667,0.0701754,0,0,0.2
0,732,-0.00807026,-1.97324,-1.14009,0.2,0.1,0.142857,1,0.166667,0.3
0,732,2.30825,0.15584,0.896258,1,0.142857,0.0506329,1,0,0.4
0,732,-0.34304,0.768948,0.253382,0.142857,0.333333,0.0366972,0,0,0.5
0,732,-0.794442,0.55004,-0.884341,0.111111,0.2,0.0555556,0,0,0.6
0,732,-0.053787,0.628795,0.226361,0.166667,0.25,0.0330579,1,0,0.7
0,732,-0.5066,-1.04167,-1.4595,0.125,0.125,0.130435,0,0.166667,0.8
1,732,0.0261743,-1.28752,-0.587397,0.25,0.111111,0.0851064,1,0.166667,0.9
0,732,0.945467,0.798825,2.0565,0.5,0.5,0.0652174,0,0,1
0,733,-0.261712,-0.223114,-1.54598,0.166667,0.142857,0.27907,1,0.666667,0.1
0,733,0.745258,-1.26266,-0.681107,0.333333,0.111111,0.189655,1,0.666667,0.2
0,733,-1.17437,0.816226,-0.681107,0.111111,0.333333,0.0777778,1,0.5,0.3
1,733,0.920702,-1.02863,0.723459,0.5,0.125,0.176471,1,0.166667,0.4
0,733,-0.620562,0.449449,-1.50524,0.125,0.2,0.212766,1,0.666667,0.5
0,733,0.100321,0.799925,1.24649,0.2,0.25,0.140845,0,0,0.6
0,733,-1.50523,1.20429,0.257139,0.1,1,0.0769231,0,0,0.7
0,733,0.118022,-0.0893827,0.548618,0.25,0.166667,0.387097,1,0.5,0.8
0,733,-0.399632,1.1004,1.38059,0.142857,0.5,0.176471,1,0.833333,0.9
1,733,2.0772,-1.7665,0.257139,1,0.1,0.264151,1,1,1
0,734,-0.958447,1.42865,0.402092,0.111111,1,0.147059,0,0.666667,0.1
0,734,-0.439098,-1.29678,-1.30266,0.166667,0.111111,0.214286,0,0.666667,0.2
0,734,-0.695964,-0.928868,-1.62181,0.125,0.125,0.125,0,0.666667,0.3
1,734,1.18263,-0.62141,0.632987,0.5,0.142857,0.1875,0,0.666667,0.4
0,734,-0.493453,0.905322,0.632987,0.142857,0.5,0.178571,0,0.666667,0.5
0,734,-1.26386,0.438766,-1.26689,0.1,0.2,0.194444,1,0.166667,0.6
0,734,0.129175,0.841637,1.24192,0.25,0.333333,0.16,1,0,0.7
1,734,2.22044,-1.63382,0.117896,1,0.1,0.15,1,0,0.8
0,734,-0.129637,0.0705569,-0.078432,0.2,0.166667,0.222222,1,0.166667,0.9
0,734,0.448216,0.795955,1.24192,0.333333,0.25,0.183333,0,0,1
0,735,-1.36504,1.01626,-0.511718,0.1,0.333333,0.116279,1,0.5,0.1
0,735,0.316649,-0.559403,-0.592069,0.2,0.125,0.0384615,1,0.333333,0.2
0,735,0.52507,0.203542,1.06544,0.333333,0.25,0.0786517,0,0,0.3
0,735,-0.584342,0.125051,-0.333594,0.142857,0.2,0.0657895,0,0,0.4
0,735,-1.13905,1.50158,0.344955,0.111111,1,0.08,1,0.5,0.5
0,735,0.375668,-0.528612,-0.0505146,0.25,0.142857,0.0769231,1,0.166667,0.6
1,735,-0.582925,-0.517712,-0.341788,0.166667,0.166667,0.0909091,1,0.5,0.7
0,735,1.35229,-1.467,-0.21023,0.5,0.1,0.0853659,0,0,0.8
1,735,-0.71513,-1.23172,-1.64234,0.125,0.111111,0.111111,1,0.833333,0.9
0,735,1.81681,1.45801,2.27185,1,0.5,0.113208,1,0.5,1
0,736,-0.845938,0.554549,-0.254135,0.111111,0.333333,0.0357143,0,0.666667,0.1
0,736,-0.393419,0.234305,0.196564,0.2,0.2,0.08,1,0.5,0.2
0,736,0.660863,-0.893132,0.269938,0.5,0.125,0.0806452,0,0.5,0.3
0,736,-0.778453,-1.61114,-1.7892,0.125,0.1,0.0769231,1,0.666667,0.4
1,736,0.507447,0.383868,1.01068,0.333333,0.25,0.0862069,1,0.5,0.5
0,736,-0.921266,1.64817,0.0959438,0.1,1,0.0252101,0,0,0.6
0,736,-0.496191,-0.131528,-0.576839,0.166667,0.142857,0.0540541,0,0.5,0.7
1,736,2.52521,1.0741,2.15508,1,0.5,0.0574713,1,0,0.8
0,736,-0.53188,0.211977,-0.576839,0.142857,0.166667,0.0449438,1,0.5,0.9
0,736,0.273628,-1.47117,-0.531189,0.25,0.111111,0.105263,0,0.5,1
0,737,0.13416,0.249534,1.13216,0.333333,0.2,0.102564,0,0,0.1
0,737,-0.862771,0.881228,-0.0244895,0.125,0.333333,0.109375,0,0,0.2
0,737,0.496368,0.870738,1.97809,0.5,0.25,0.125,0,0,0.3
1,737,0.0343492,-0.996324,-1.21999,0.2,0.111111,0.135135,1,0.166667,0.4
0,737,-1.05367,1.03242,0.146364,0.1,1,0.0909091,0,0,0.5
0,737,-1.00093,0.920226,0.0485965,0.111111,0.5,0.0983607,0,0,0.6
1,737,2.59871,-2.18364,0.146364,1,0.1,0.228571,1,0.166667,0.7
0,737,-0.336251,-0.00664545,-1.26535,0.142857,0.142857,0.163265,0,0,0.8
0,737,0.0710374,0.0824422,0.312275,0.25,0.166667,0.0552486,0,0,0.9
0,737,-0.0810024,-0.849979,-1.25402,0.166667,0.125,0.0847458,1,0,1
0,738,-0.885163,0.23614,-0.924706,0.1,0.25,0.16,0,0,0.1
0,738,-0.840057,-0.294206,-1.30331,0.125,0.142857,0.186047,0,0.333333,0.2
0,738,-0.56027,1.37948,0.931105,0.166667,0.5,0.103896,0,0,0.3
0,738,1.14537,-1.51093,-0.588701,0.333333,0.1,0.207547,1,0,0.4
0,738,-0.0317997,1.90498,1.93079,0.25,1,0.176471,0,0,0.5
1,738,1.62952,-0.49517,0.327375,0.5,0.125,0.207547,1,0.166667,0.6
1,738,-0.416823,0.366398,0.900059,0.2,0.333333,0.108108,0,0,0.7
0,738,-0.840057,-0.141498,-0.969881,0.111111,0.2,0.186047,0,0.333333,0.8
