y,batch,x_q_toks,x_q_chars,x_qmark,x_q_ents,x_n_cand,x_js_overlap,x_rank_corr,x_sparse_margin,x_dense_margin,x_rrf_top1_mass,x_fuse_uniq,x_mean_q_overlap,x_ks,x_kd
1,5,0.35,0.49375,1,0.5,1,0.111111,-0.890909,3.55132,0.0557028,0.102172,1,0.107103,5,5
0,5,0.325,0.49375,0,0.5,1,0.111111,-0.418182,6.72952,0.0456153,0.101654,1,0.119701,5,5
1,5,0.4,0.575,1,0.5,1,0.25,-0.369697,0.90798,0.0033355,0.103873,1,0.129703,5,5
0,5,0.275,0.35,1,0.833333,1,0.428571,-0.187879,2.3561,0.0589446,0.103768,1,0.117073,5,5
1,5,0.325,0.4875,1,0.833333,1,0.428571,0.0787879,0.102622,0.00316322,0.105469,1,0.10844,5,5
0,5,0.425,0.65,1,0.5,1,0.25,-0.478788,5.55604,0.0147978,0.103873,1,0.126777,5,5
0,6,0.5,0.675,1,1.5,1,0,-0.781818,8.87766,0.0259328,0.103111,1,0.207643,5,5
0,6,0.3,0.3375,1,0.333333,1,0.25,0.151515,0.613984,0.000156595,0.10717,1,0.129593,5,5
0,6,0.375,0.53125,1,0.666667,1,0.111111,-0.527273,2.5537,0.030506,0.103111,1,0.0895831,5,5
0,6,0.275,0.35625,1,0.833333,1,0.428571,0.0545455,1.41977,0.00431038,0.104658,1,0.0554975,5,5
1,6,0.525,0.74375,1,0.333333,1,0.111111,-0.442424,3.95383,0.0371389,0.105469,1,0.186358,5,5
1,6,0.45,0.625,1,0.5,1,0.25,-0.0545455,0.931866,0.0588645,0.106306,1,0.16659,5,5
1,6,0.325,0.4,1,0.5,1,0.428571,0.187879,0.147035,0.000380755,0.104658,1,0.122161,5,5
0,6,0.45,0.66875,1,0.333333,1,0.25,-0.369697,2.944,0.0189212,0.104605,1,0.172989,5,5
0,6,0.3,0.49375,1,0.166667,1,0.25,-0.624242,2.11495,0.011186,0.102247,1,0.101108,5,5
1,6,0.525,0.76875,1,0.833333,1,0.111111,-0.418182,1.64476,0.0101126,0.105469,1,0.134109,5,5
0,6,0.7,0.96875,1,1.83333,1,0.25,-0.309091,9.32809,0.00980042,0.104605,1,0.189262,5,5
0,6,0.3,0.39375,1,0.833333,1,0.111111,-0.527273,0.903716,0.00191177,0.103873,1,0.113782,5,5
1,6,0.375,0.48125,1,0.666667,1,0.25,-0.127273,0.607885,0.0463043,0.104658,1,0.10639,5,5
0,6,0.55,0.9,1,1,1,0.25,-0.345455,7.54313,0.0433986,0.103794,1,0.0950415,5,5
0,6,0.425,0.6375,1,0.5,1,0.25,-0.0181818,2.74268,0.0149087,0.103873,1,0.0823529,5,5
0,6,0.35,0.58125,1,0.5,1,0.111111,-0.345455,1.74626,0.0693486,0.10717,1,0.0965134,5,5
1,6,0.5,0.675,1,0.666667,1,0.428571,0.163636,2.08989,0.0107374,0.104658,1,0.126793,5,5
0,6,0.425,0.5875,1,1.16667,1,0.25,-0.224242,2.15485,0.0401389,0.105469,1,0.140178,5,5
0,6,0.275,0.46875,1,0.5,1,0.25,-0.515152,9.67079,0.0095976,0.104605,1,0.0560952,5,5
1,6,0.275,0.3625,1,0.666667,1,0.25,-0.466667,2.50836,0.00862033,0.104658,1,0.0758893,5,5
1,6,0.325,0.4,1,0.5,1,0.428571,0.187879,1.00078,0.0193496,0.106306,1,0.0993972,5,5
1,6,0.625,0.78125,1,0.166667,1,0.111111,-0.563636,3.2266,0.0105195,0.103111,1,0.228269,5,5
0,6,0.375,0.525,1,0.5,1,0.25,-0.224242,0.78527,0.0389008,0.105442,1,0.100157,5,5
1,6,0.6,0.88125,1,1,1,0.25,-0.393939,5.16069,0.0263933,0.105442,1,0.154815,5,5
0,6,0.55,0.76875,1,1,1,0.25,-0.321212,2.72845,0.0143334,0.103794,1,0.140675,5,5
0,6,0.45,0.7125,1,0.666667,1,0.25,-0.587879,0.842854,0.00670173,0.104658,1,0.129998,5,5
0,6,0.325,0.45,1,0.666667,1,0.25,-0.539394,0.123993,0.0383752,0.104658,1,0.116467,5,5
0,6,0.475,0.90625,1,0.5,1,0.111111,-0.539394,4.22682,0.0637007,0.103873,1,0.10897,5,5
1,6,0.425,0.64375,1,1,1,0.25,0.551515,8.72986,0.020391,0.106306,1,0.0880933,5,5
1,6,0.225,0.3625,1,0.5,1,0.25,-0.0424242,0.696891,0.0901823,0.105469,1,0.069561,5,5
0,6,0.325,0.54375,1,0.5,1,0.428571,-0.260606,1.41295,0.0462156,0.104605,1,0.0789339,5,5
1,6,0.425,0.58125,1,0.666667,1,0.111111,-0.806061,2.14451,0.0378875,0.102372,1,0.150465,5,5
0,6,0.55,0.83125,1,1.33333,1,0.25,-0.115152,1.43529,0.0331915,0.106306,1,0.118188,5,5
0,6,0.3,0.43125,1,0.833333,1,0.428571,-0.00606061,4.70929,0.0191583,0.104605,1,0.105845,5,5
1,6,0.45,0.575,1,0.666667,1,0.25,-0.527273,1.26342,0.0125517,0.103873,1,0.145934,5,5
1,6,0.45,0.54375,1,0.666667,1,0.111111,-0.854545,1.64572,0.0067132,0.102147,1,0.0954433,5,5
0,6,0.3,0.44375,1,0.833333,1,0.25,-0.369697,0.418034,0.0165885,0.104605,1,0.0657909,5,5
0,6,0.375,0.61875,1,1.16667,1,0.25,-0.50303,2.71881,0.0048581,0.103768,1,0.0866013,5,5
1,6,0.325,0.55,1,0.666667,1,0.428571,0.139394,5.17064,0.00330655,0.106306,1,0.0924435,5,5
1,6,0.575,0.75625,1,0.666667,1,0.25,0.175758,10.3564,0.0180275,0.106306,1,0.201134,5,5
0,6,0.35,0.575,1,1,1,0.111111,-0.757576,1.10068,0.00497588,0.102247,1,0.0962128,5,5
0,6,0.525,0.79375,1,0.833333,1,0.111111,-0.830303,4.71783,0.0377626,0.102172,1,0.0884782,5,5
1,6,0.25,0.34375,1,0.666667,1,0.428571,0.00606061,0.753789,0.0585151,0.106306,1,0.042483,5,5
0,6,0.5,0.7375,1,0.5,1,0.25,-0.527273,4.40533,0.0361597,0.102957,1,0.110996,5,5
0,6,0.3,0.45625,1,0.5,1,0.25,-0.709091,1.11448,0.00823489,0.103111,1,0.0996098,5,5
1,6,0.175,0.3375,1,0.5,0.2,1,-1,2.14682,0.114714,0.5,0.4,0.0679429,5,5
1,6,0.55,0.71875,1,0.833333,1,0.111111,-0.842424,3.1169,0.00129981,0.102172,1,0.160394,5,5
1,6,0.375,0.5625,1,0.166667,1,0.111111,-0.6,2.96727,0.0270329,0.103111,1,0.116814,5,5
0,6,0.225,0.31875,1,0.666667,1,0.111111,-0.345455,0.138788,0.00170798,0.106306,1,0.0763764,5,5
0,6,0.275,0.40625,1,0.333333,1,0.111111,-0.672727,2.76338,0.0455187,0.104605,1,0.0866972,5,5
0,6,0.35,0.5,1,1.33333,1,0.111111,-0.587879,0.300395,0.0278935,0.104658,1,0.0879207,5,5
0,6,0.275,0.475,1,0.833333,1,0.111111,-0.745455,2.27537,0.0387626,0.103008,1,0.112007,5,5
1,6,0.45,0.5625,1,0.333333,1,0.111111,-0.757576,11.2446,0.015346,0.103008,1,0.0895867,5,5
1,6,0.775,1.20625,1,1,1,0.111111,-0.684848,0.943985,0.0027766,0.103111,1,0.150418,5,5
1,6,0.75,1.125,1,2,1,0.111111,-0.6,1.48635,0.0357729,0.103111,1,0.155489,5,5
1,6,0.3,0.49375,1,1,1,0.666667,0.624242,2.89603,0.00762037,0.104658,1,0.0866852,5,5
1,6,0.425,0.675,1,1,1,0.25,-0.539394,1.58904,0.112544,0.105469,1,0.172636,5,5
0,6,0.425,0.56875,1,0.666667,1,0.111111,-0.430303,0.232728,0.0224218,0.103111,1,0.122055,5,5
0,6,0.45,0.65,1,0.833333,1,0.25,-0.418182,0.377007,0.08115,0.104605,1,0.146855,5,5
0,6,0.525,0.75625,1,0.666667,1,0.25,-0.624242,6.24065,0.036547,0.103008,1,0.106863,5,5
1,6,0.4,0.6125,1,1.16667,1,0.111111,-0.248485,0.587029,0.0292243,0.105469,1,0.138706,5,5
0,6,0.475,0.6625,1,0.333333,1,0.25,-0.418182,0.569007,0.0150208,0.104605,1,0.114692,5,5
0,6,0.3,0.43125,1,0.333333,1,0.428571,-0.0545455,5.49788,0.00138685,0.106306,1,0.0797776,5,5
1,6,0.425,0.775,1,0.5,1,0.25,-0.260606,4.20639,0.0160863,0.104658,1,0.1384,5,5
0,6,0.275,0.36875,1,0.5,1,0.111111,-0.309091,0.595282,0.0451467,0.105469,1,0.0852695,5,5
0,6,0.275,0.36875,1,0.5,1,0.428571,-0.0666667,3.10983,0.00162365,0.106306,1,0.0884276,5,5
0,6,0.525,0.6625,1,0.333333,1,0.111111,-0.539394,9.17645,0.000572549,0.104605,1,0.153446,5,5
0,6,0.35,0.53125,1,0.666667,1,0.111111,-0.660606,2.31819,0.0318542,0.103768,1,0.113839,5,5
1,6,0.525,0.65625,1,1,1,0.25,-0.357576,7.32944,0.00371878,0.103794,1,0.176041,5,5
1,6,0.4,0.625,1,0.833333,1,0.111111,-0.248485,1.79685,0.0620515,0.10717,1,0.253583,5,5
1,6,0.875,1.2,1,1.33333,1,0.111111,-0.624242,28.2779,0.0039213,0.102372,1,0.18318,5,5
1,6,0.4,0.5625,1,0.333333,1,0.25,-0.151515,6.57451,0.031585,0.106306,1,0.108584,5,5
0,6,0.2,0.2875,1,1,1,0.25,-0.163636,1.09424,0.0628937,0.105469,1,0.0670398,5,5
0,6,0.45,0.66875,1,0.666667,1,0.428571,-0.309091,0.703091,0.00960371,0.103794,1,0.128602,5,5
0,6,0.25,0.29375,1,0.5,1,0.25,0.030303,0.639876,0.022573,0.105442,1,0.0455873,5,5
0,6,0.275,0.375,0,0.833333,1,0.428571,0.29697,0.81154,0.0010915,0.10717,1,0.0848195,5,5
1,6,0.275,0.43125,1,0.5,1,0.428571,0.0545455,0.621377,0.0496746,0.106306,1,0.106567,5,5
1,6,0.225,0.325,1,0.833333,1,0.428571,0.10303,0.277603,0.00789578,0.105469,1,0.12458,5,5
1,6,0.175,0.3,1,0.5,1,0.428571,0.115152,0.383682,0.0263274,0.105469,1,0.0599319,5,5
1,6,0.475,0.64375,1,0.666667,1,0.428571,-0.248485,2.08773,0.0479088,0.103873,1,0.110668,5,5
1,7,0.425,0.725,1,1.16667,1,0.428571,0.0181818,9.23873,0.00785922,0.106306,1,0.119198,5,5
0,7,0.25,0.3375,1,1,1,0.428571,0.030303,1.75462,0.00380298,0.104605,1,0.123878,5,5
0,7,0.55,0.8375,1,1.33333,1,0.25,-0.212121,2.39109,0.00396803,0.106306,1,0.18581,5,5
1,7,0.375,0.51875,1,0.666667,1,0.428571,0.212121,0.220499,0.0890134,0.106306,1,0.183793,5,5
0,7,0.3,0.425,1,0.5,1,0.25,-0.175758,0.62312,0.0930249,0.105442,1,0.0947748,5,5
0,7,0.2,0.275,1,0.833333,1,0.25,-0.539394,1.67131,0.0718545,0.103008,1,0.0519716,5,5
1,7,0.8,1.15,1,1.16667,1,0.111111,-0.709091,5.31883,0.0926428,0.101654,1,0.189185,5,5
1,7,0.325,0.46875,1,0.5,1,0.25,0.115152,1.41622,0.00813432,0.106306,1,0.0873397,5,5
1,7,0.425,0.49375,1,0.666667,1,0.25,-0.345455,5.95896,0.0164271,0.104605,1,0.141882,5,5
1,7,0.875,1.18125,1,1.5,1,0.428571,-0.357576,11.0021,0.0597248,0.104658,1,0.222005,5,5
1,7,0.6,0.84375,1,0.666667,1,0.25,-0.29697,12.2682,0.000289012,0.105442,1,0.223677,5,5
0,7,0.55,0.68125,1,0.666667,1,0.111111,-0.818182,5.12492,0.0153202,0.102957,1,0.12147,5,5
1,7,0.3,0.5625,1,1,1,0.25,-0.442424,0.265775,0.0782824,0.105442,1,0.0960839,5,5
1,7,0.55,0.85,1,1.16667,1,0.111111,-0.551515,8.72257,0.00554089,0.104605,1,0.170371,5,5
0,7,0.25,0.43125,1,0.5,1,0.25,-0.381818,0.648532,0.0026624,0.103794,1,0.099175,5,5
0,7,0.775,1.19375,1,1.5,1,0.111111,-0.878788,7.10937,0.0570809,0.102372,1,0.220743,5,5
0,7,0.375,0.5,1,0.666667,1,0.25,-0.0787879,0.0708118,0.01933,0.105469,1,0.121184,5,5
0,7,0.575,0.9125,1,0.5,1,0.25,-0.00606061,1.89765,0.0206437,0.104658,1,0.108767,5,5
1,7,0.475,0.71875,1,0.833333,1,0.111111,-0.781818,3.92996,0.0450076,0.103111,1,0.139031,5,5
1,7,0.625,0.73125,1,1,1,0.111111,-0.69697,2.61114,0.0077895,0.103008,1,0.160861,5,5
0,7,0.55,0.69375,1,1,1,0.25,-0.248485,2.60496,0.0310904,0.104658,1,0.145991,5,5
0,7,0.225,0.33125,1,0.5,1,0.111111,-0.284848,0.475636,0.064639,0.10717,1,0.0953769,5,5
0,7,0.425,0.5875,1,0.833333,1,0.25,-0.272727,1.26749,0.105625,0.103111,1,0.149358,5,5
1,7,0.275,0.43125,1,0.666667,1,0.666667,0.866667,0.091967,0.00595335,0.10717,1,0.0703961,5,5
0,7,0.425,0.6125,0,0.666667,1,0.25,-0.2,4.99899,0.00452826,0.103873,1,0.106877,5,5
0,7,0.5,0.80625,1,0.666667,1,0.25,-0.539394,2.34516,0.0226961,0.104605,1,0.10192,5,5
0,7,0.8,1.35625,1,1.5,1,0.111111,-0.539394,0.200395,0.00763811,0.102372,1,0.13609,5,5
0,7,0.375,0.48125,1,0.666667,1,0.25,-0.2,3.03809,0.0142932,0.106306,1,0.0968213,5,5
1,7,0.4,0.56875,1,1,1,0.666667,0.769697,5.61279,0.0286735,0.105469,1,0.138062,5,5
0,7,0.425,0.61875,1,1,1,0.111111,-0.757576,1.61086,0.0644889,0.103008,1,0.145099,5,5
1,7,0.7,1.1125,1,1,1,0.111111,-0.709091,7.4215,0.0125569,0.103111,1,0.188393,5,5
1,7,0.5,0.6,1,0.666667,1,0.111111,-0.69697,8.49692,0.00905882,0.103794,1,0.135221,5,5
0,7,0.55,0.70625,1,1.5,1,0.25,-0.454545,2.70184,0.0264122,0.102957,1,0.0914925,5,5
0,7,0.425,0.60625,1,1.16667,1,0.428571,-0.0545455,2.66065,0.0066489,0.105442,1,0.110379,5,5
0,7,0.325,0.40625,1,0.666667,1,0.111111,-0.684848,5.74035,0.00842308,0.103794,1,0.0942029,5,5
0,7,0.225,0.34375,1,0.833333,1,0.428571,0.0545455,3.92762,0.0187557,0.104658,1,0.0820333,5,5
0,7,0.275,0.4875,1,0.5,1,0.111111,-0.721212,3.52478,0.00800968,0.102372,1,0.0818076,5,5
1,7,0.525,0.7625,1,1,1,0.25,-0.430303,4.87491,0.073163,0.105469,1,0.127138,5,5
1,7,0.45,0.625,1,0.333333,1,0.428571,0.454545,4.45114,0.00663941,0.106306,1,0.102648,5,5
0,7,0.425,0.63125,0,0.666667,1,0.25,-0.224242,1.59931,0.0922779,0.103873,1,0.16835,5,5
0,7,0.4,0.53125,1,1,1,0,-0.757576,1.63321,0.0579134,0.102372,1,0.117186,5,5
1,7,0.275,0.4125,1,0.166667,1,0.111111,-0.381818,3.31006,0.00625669,0.103768,1,0.0796827,5,5
0,7,0.325,0.56875,1,0.5,1,0.25,-0.612121,1.13211,0.00863674,0.104605,1,0.132641,5,5
0,7,0.425,0.7875,1,0.5,1,0.111111,-0.721212,5.61107,0.0244854,0.103873,1,0.121125,5,5
0,7,0.7,0.95625,1,0.666667,1,0.25,-0.69697,4.32238,0.0350956,0.103873,1,0.168483,5,5
0,7,0.35,0.49375,1,0.833333,1,0.428571,0.030303,1.77086,0.03659,0.103873,1,0.0776648,5,5
1,7,0.375,0.5,1,0.666667,1,0,-0.745455,1.17283,0.0367306,0.101654,1,0.0822159,5,5
0,7,0.525,0.84375,1,0.666667,1,0.25,-0.6,3.86299,0.0427738,0.103008,1,0.112871,5,5
0,7,0.4,0.54375,1,0.333333,1,0.25,-0.369697,0.434725,0.0261872,0.105469,1,0.113782,5,5
1,7,0.2,0.30625,1,0.833333,1,0.111111,-0.490909,2.09702,0.0281876,0.104658,1,0.0635479,5,5
1,7,0.175,0.30625,1,0.5,0.2,1,1,1.43914,0.0160477,0.504065,0.4,0.0797697,5,5
0,7,0.3,0.45,1,1.16667,1,0.25,-0.0666667,0.369129,0.0179007,0.104605,1,0.105923,5,5
0,7,0.25,0.375,1,0.833333,1,0.428571,-0.0666667,2.98317,0.00719161,0.105469,1,0.0726195,5,5
0,7,0.3,0.4,1,0.5,1,0.428571,-0.321212,2.05419,0.00912286,0.103794,1,0.0813659,5,5
0,7,0.6,0.80625,1,0.833333,1,0.25,0.10303,0.564977,0.0472772,0.10717,1,0.139576,5,5
1,7,0.5,0.775,1,1.16667,1,0.111111,-0.478788,6.54021,0.0113103,0.103794,1,0.114412,5,5
0,7,0.725,1.05625,1,0.833333,1,0.25,-0.212121,20.0769,0.00580774,0.103794,1,0.0829122,5,5
1,7,0.375,0.54375,1,0.666667,1,0.111111,-0.842424,2.89015,0.0142884,0.102957,1,0.141745,5,5
1,7,0.475,0.7375,1,1,1,0.111111,-0.842424,6.32606,0.0379192,0.102172,1,0.150369,5,5
0,7,0.3,0.3875,1,0.5,1,0.428571,0.272727,1.02723,0.00793675,0.10717,1,0.103415,5,5
1,7,0.375,0.475,1,0.833333,1,0.111111,-0.321212,2.62463,0.0739354,0.105469,1,0.132733,5,5
1,7,0.575,0.90625,1,1.16667,1,0.111111,-0.672727,1.38318,0.0207662,0.103873,1,0.165591,5,5
1,7,0.325,0.48125,1,1.16667,1,0.25,-0.0787879,4.05719,0.00051484,0.106306,1,0.0877759,5,5
1,7,0.5,0.70625,1,0.833333,1,0.25,-0.10303,0.0131428,0.039244,0.105469,1,0.142105,5,5
1,7,0.275,0.4,0,0.833333,1,0,-0.830303,0.75885,0.0290139,0.101654,1,0.088664,5,5
1,7,0.2,0.25625,1,0.333333,1,0.111111,-0.527273,1.36624,0.0125596,0.103873,1,0.080314,5,5
1,7,0.4,0.53125,1,0.5,1,0.25,-0.478788,0.427349,0.217666,0.104605,1,0.116504,5,5
0,7,0.35,0.50625,1,0.666667,1,0.428571,-0.454545,1.87412,0.05783,0.102957,1,0.0973938,5,5
1,7,0.35,0.63125,1,0.666667,1,0.25,-0.515152,0.348519,0.0251408,0.103873,1,0.0876615,5,5
0,7,0.6,0.6875,1,0.333333,1,0.111111,-0.478788,2.58563,0.0103136,0.105442,1,0.13778,5,5
1,7,0.625,0.90625,1,0.833333,1,0.25,-0.393939,0.908902,0.00796667,0.102957,1,0.118967,5,5
1,7,0.325,0.525,1,0.166667,1,0.428571,-0.127273,0.0118371,0.00840494,0.103873,1,0.134844,5,5
0,7,0.425,0.775,1,0.833333,1,0.428571,0.369697,7.54589,0.0117464,0.105442,1,0.0955079,5,5
1,7,0.425,0.63125,1,0.5,1,0.111111,-0.806061,6.45107,0.014353,0.102372,1,0.133051,5,5
0,7,0.4,0.56875,1,1,1,0.111111,-0.818182,2.79412,0.0162456,0.102247,1,0.180347,5,5
0,7,0.6,0.7375,1,0.333333,1,0.25,-0.539394,5.25056,0.052377,0.103873,1,0.146279,5,5
1,7,0.5,0.6875,1,1,1,0.111111,-0.406061,5.41993,0.0263955,0.106306,1,0.161612,5,5
1,7,0.575,0.8125,1,0.666667,1,0.25,-0.284848,3.59086,0.0399104,0.106306,1,0.180032,5,5
1,7,0.65,0.86875,1,0.833333,1,0.111111,-0.769697,2.18439,0.00714245,0.102247,1,0.156621,5,5
0,7,0.225,0.3625,1,0.5,1,0.25,-0.10303,1.65496,0.0679498,0.105469,1,0.0644316,5,5
1,8,0.25,0.43125,1,0.666667,1,0.25,-0.648485,4.69385,0.0738686,0.103873,1,0.119054,5,5
0,8,0.3,0.45625,1,0.666667,1,0.111111,-0.745455,0.0960963,0.0510484,0.102957,1,0.133284,5,5
0,8,0.325,0.4375,1,0.333333,1,0.25,-0.309091,2.0024,0.000204718,0.104658,1,0.0858192,5,5
1,8,0.475,0.71875,1,0.666667,1,0.111111,-0.563636,1.79717,0.0274586,0.104605,1,0.126118,5,5
0,8,0.35,0.575,1,0.666667,1,0.25,-0.369697,3.62141,0.013978,0.103111,1,0.10535,5,5
1,8,0.375,0.58125,1,0.833333,1,0.25,-0.369697,0.311372,0.0459716,0.103873,1,0.115406,5,5
0,8,0.35,0.65625,1,0.5,1,0.428571,0.0545455,0.572138,0.0017844,0.104605,1,0.0512833,5,5
0,8,0.925,1.23125,1,1.33333,1,0.111111,-0.842424,9.02915,0.0284132,0.102372,1,0.143676,5,5
0,8,0.375,0.53125,1,1,1,0,-0.830303,1.85479,0.0208044,0.103111,1,0.0851455,5,5
0,8,0.375,0.53125,1,0.833333,1,0.25,-0.490909,10.5467,0.00175136,0.103008,1,0.147001,5,5
0,8,0.325,0.5,1,0.166667,1,0.111111,-0.587879,2.51978,0.0267388,0.104605,1,0.104709,5,5
0,8,0.575,0.84375,1,1,1,0.25,-0.575758,0.0376206,0.0163517,0.104658,1,0.154572,5,5
0,8,0.3,0.375,1,0.666667,1,0.25,0.175758,0.954138,0.00765793,0.10717,1,0.0708153,5,5
0,8,0.275,0.38125,1,1,1,0.25,-0.612121,1.6734,0.00327129,0.104605,1,0.0861969,5,5
0,8,0.375,0.6,1,0.833333,1,0.428571,0.00606061,0.803411,0.0486825,0.104605,1,0.0820902,5,5
1,8,0.325,0.45,1,0.666667,1,0,-0.793939,2.36318,0.0312275,0.101654,1,0.0997035,5,5
1,8,0.3,0.50625,1,1,1,0.111111,-0.769697,8.00569,0.0580038,0.103794,1,0.149289,5,5
1,8,0.425,0.625,1,1.33333,1,0.428571,-0.0181818,2.75063,0.0415633,0.104605,1,0.133748,5,5
1,8,0.375,0.6,1,0.5,1,0.666667,0.539394,1.57722,0.0150173,0.105469,1,0.116666,5,5
1,8,0.375,0.55625,1,0.666667,1,0.25,-0.648485,1.05762,0.000353917,0.103794,1,0.141809,5,5
1,8,0.25,0.35625,1,0.5,1,0.25,-0.478788,0.755621,0.0165301,0.103794,1,0.117378,5,5
1,8,0.325,0.45,1,0.666667,1,0.25,-0.490909,0.685069,0.0216781,0.105442,1,0.0812345,5,5
1,8,0.425,0.60625,1,0.333333,1,0.111111,-0.69697,3.50751,0.0422056,0.103794,1,0.193992,5,5
0,8,0.275,0.35625,1,0.5,1,0.111111,-0.684848,6.06684,0.203147,0.101507,1,0.0676288,5,5
1,8,0.625,0.79375,1,1,1,0.25,-0.284848,3.63557,0.0371186,0.106306,1,0.13372,5,5
1,8,0.575,0.8,1,0.5,1,0.111111,-0.806061,9.96267,0.027835,0.103794,1,0.120349,5,5
0,8,0.3,0.5375,1,1.33333,1,0.111111,-0.636364,1.62455,0.0189868,0.104605,1,0.0585152,5,5
0,8,0.3,0.4125,1,0.666667,1,0.25,-0.563636,4.46321,0.0109232,0.104605,1,0.0988932,5,5
0,8,0.475,0.575,1,0.666667,1,0.111111,-0.684848,1.25792,0.0219229,0.103873,1,0.141653,5,5
0,8,0.2,0.275,1,0.666667,1,0.25,-0.0666667,0.832668,0.00270864,0.105469,1,0.0650195,5,5
0,8,0.425,0.6125,1,0.5,1,0.111111,-0.672727,1.14975,0.038016,0.102247,1,0.0889337,5,5
0,8,0.375,0.5,1,1.16667,1,0.666667,0.466667,0.828919,0.00183528,0.10717,1,0.113263,5,5
0,8,0.525,0.81875,1,1,1,0.25,-0.454545,0.131361,0.0206208,0.103794,1,0.125203,5,5
1,8,0.35,0.46875,1,0.5,1,0.25,-0.321212,3.59941,0.00367163,0.103873,1,0.105906,5,5
1,8,0.375,0.5625,1,0.5,1,0.111111,-0.854545,0.103599,0.0220522,0.103008,1,0.104324,5,5
0,8,0.5,0.7375,1,0.666667,1,0.25,-0.50303,9.77131,0.0234607,0.105469,1,0.129071,5,5
0,8,0.275,0.375,1,0.5,1,0.666667,0.442424,2.49822,0.0170762,0.106306,1,0.0607387,5,5
1,8,0.325,0.5,1,0.333333,1,0.111111,-0.672727,3.64187,0.0067552,0.104605,1,0.181491,5,5
0,8,0.4,0.58125,1,1,1,0.25,-0.466667,5.38285,0.0271265,0.103794,1,0.0820047,5,5
0,8,0.225,0.34375,1,0.666667,1,0.111111,-0.684848,1.48454,0.0100707,0.103873,1,0.0630576,5,5
1,8,0.55,0.65625,1,0.666667,1,0.428571,-0.29697,5.76527,0.0191412,0.103873,1,0.183513,5,5
1,8,0.675,0.9,1,0.833333,1,0.25,-0.309091,5.97751,0.00520502,0.106306,1,0.135737,5,5
0,8,0.375,0.5,0,1,1,0.25,-0.357576,2.813,0.0139956,0.103111,1,0.101885,5,5
0,8,0.325,0.4375,1,0.666667,1,0.25,-0.345455,0.00309545,0.0209908,0.103794,1,0.0824889,5,5
1,8,0.525,0.65625,1,0.833333,1,0.25,-0.272727,7.88329,0.0125812,0.105469,1,0.132545,5,5
0,8,0.5,0.775,1,1.33333,1,0.25,-0.29697,1.91533,0.0243209,0.105469,1,0.138655,5,5
1,8,0.275,0.36875,1,0.5,1,0.111111,-0.478788,3.69776,0.0187079,0.103008,1,0.0853033,5,5
1,8,0.425,0.6,1,1.16667,1,0.25,-0.163636,2.28114,0.0648848,0.10717,1,0.135818,5,5
1,8,0.45,0.65625,1,0.666667,1,0.111111,-0.709091,1.6904,0.00479951,0.103794,1,0.146577,5,5
1,8,0.475,0.66875,1,0.333333,1,0.25,-0.50303,1.34652,0.0187229,0.103794,1,0.148356,5,5
1,8,0.775,1.19375,1,1.33333,1,0.25,-0.0424242,2.37693,0.0133761,0.103111,1,0.232787,5,5
1,8,0.2,0.3125,1,0.666667,1,0.25,-0.490909,3.77824,0.0278678,0.104658,1,0.0573032,5,5
1,8,0.3,0.4375,1,0.833333,1,0.111111,-0.806061,7.97089,0.28619,0.101507,1,0.108032,5,5
0,8,0.4,0.6,1,0.5,1,0.428571,-0.393939,0.759273,0.001964,0.104605,1,0.0853025,5,5
1,8,0.65,0.95,1,0.833333,1,0,-0.90303,1.49968,0.000686505,0.10141,1,0.09829,5,5
0,8,0.55,0.7625,1,1.5,1,0.25,-0.624242,1.73324,0.00445165,0.103794,1,0.126458,5,5
1,8,0.375,0.50625,1,1.16667,1,0.111111,-0.781818,1.04509,0.0290007,0.102372,1,0.13579,5,5
1,8,0.525,0.75,1,0.833333,1,0.25,-0.6,7.5829,0.0391487,0.104605,1,0.12661,5,5
1,8,0.325,0.5,1,0.833333,1,0.25,-0.0545455,0.822927,0.00474776,0.105469,1,0.0837898,5,5
0,8,0.35,0.5375,1,1.16667,1,0.25,-0.612121,6.47989,0.0115557,0.103794,1,0.111634,5,5
1,8,0.325,0.425,1,0.333333,1,0.428571,0.563636,0.813362,0.0178415,0.104658,1,0.0906474,5,5
0,8,0.3,0.475,1,0.5,1,0.25,-0.50303,2.85091,0.0133517,0.102957,1,0.11808,5,5
1,8,0.95,1.38125,1,2,1,0.25,-0.745455,14.6952,0.0241181,0.101654,1,0.190156,5,5
0,8,0.475,0.7875,1,0.166667,1,0.25,-0.369697,1.20591,0.0123405,0.103873,1,0.111289,5,5
0,8,0.35,0.53125,1,0.5,1,0.111111,-0.757576,5.35754,0.0175596,0.101654,1,0.0737086,5,5
0,8,0.325,0.5625,1,1.16667,1,0.428571,-0.139394,6.70718,0.00442636,0.104658,1,0.0718722,5,5
1,8,0.45,0.75625,1,1.16667,1,0.111111,-0.551515,0.0955362,0.0372841,0.102957,1,0.107977,5,5
1,8,0.375,0.50625,1,1,1,0.428571,-0.2,3.35784,0.00823887,0.104605,1,0.104801,5,5
0,8,0.4,0.60625,1,1,1,0.25,-0.636364,1.03744,0.0472898,0.103794,1,0.0907012,5,5
1,8,0.375,0.55,1,0.5,1,0.428571,-0.260606,8.30339,0.0176444,0.104658,1,0.0835249,5,5
