y,batch,x_bm25,x_dense,x_rrf,x_rank_sp,x_rank_de,x_q_overlap,x_title_seed,x_title_deg,x_slot
1,528,-0.422582,1.89269,0.868,0.166667,1,0.173913,1,0.166667,0.2
0,528,-0.594016,-1.13112,-1.46083,0.125,0.1,0.0576923,0,0,0.3
0,528,1.75991,1.20711,1.5184,0.5,0.5,0.0603448,0,0,0.4
0,528,-0.185868,0.101948,0.379734,0.2,0.25,0.078125,0,0,0.5
0,528,0.082786,0.940073,1.05139,0.333333,0.333333,0.0327869,0,0,0.6
0,528,-1.24357,-0.961138,-1.46083,0.1,0.125,0.0344828,0,0,0.7
0,528,0.0789296,0.0434652,0.379734,0.25,0.2,0.16129,1,0.166667,0.8
1,528,1.9335,-1.08491,0.267168,1,0.111111,0.0697674,1,0,0.9
0,528,-0.856255,-0.207262,-0.865548,0.111111,0.166667,0.130435,0,0.166667,1
0,529,-0.541183,0.00645979,-0.230999,0.142857,0.2,0.0561798,0,0.166667,0.1
1,529,-0.0553632,0.0166909,0.535528,0.25,0.25,0.08,1,0.166667,0.2
0,529,-0.217987,1.14233,0.750518,0.2,0.5,0.0833333,1,0.166667,0.3
0,529,-0.634399,-0.091933,-0.600062,0.125,0.166667,0.0677966,0,0,0.4
1,529,0.99071,-0.496725,0.197049,0.5,0.125,0.111111,1,0,0.5
0,529,2.50157,1.79866,1.78877,1,1,0.150943,0,0,0.6
0,529,0.195556,0.620969,0.940014,0.333333,0.333333,0.0496454,0,0,0.7
0,529,-1.05077,-2.07175,-1.6487,0.1,0.1,0.0508475,0,0,0.8
0,529,-0.882621,-0.684942,-1.31104,0.111111,0.111111,0.0547945,0,0,0.9
0,529,-0.305512,-0.23977,-0.42108,0.166667,0.142857,0.0657895,1,0.166667,1
1,530,0.777424,-1.20364,-0.567507,0.25,0.1,0.0606061,1,0,0.1
0,530,-0.262089,-0.521945,-0.799861,0.142857,0.125,0.1,0,0,0.2
0,530,1.24438,0.0278287,1.18495,1,0.25,0.114286,1,0.166667,0.3
0,530,0.907493,0.572396,1.17132,0.333333,0.5,0.150943,0,0,0.4
0,530,-1.26583,-0.400857,-0.789041,0.111111,0.166667,0.0546875,0,0.166667,0.5
0,530,0.134466,0.257271,0.358571,0.166667,0.333333,0.0879121,0,0,0.6
0,530,-1.06341,-0.422928,-0.799861,0.125,0.142857,0.0744681,0,0.166667,0.7
0,530,0.369446,-0.216024,0.146303,0.2,0.2,0.108108,0,0,0.8
0,530,-1.78343,-0.730982,-1.50891,0.1,0.111111,0.0566038,0,0,0.9
1,530,0.941557,2.63888,1.60403,0.5,1,0.114754,1,0.166667,1
0,531,-0.571677,-0.441861,-0.0456323,0.166667,0.2,0.0819672,1,0.666667,0.1
0,531,-0.417791,-0.75371,-0.571738,0.2,0.111111,0.178571,1,0.333333,0.2
0,531,-0.626791,-0.560062,-0.412396,0.142857,0.166667,0.0847458,0,0.333333,0.3
0,531,0.658456,1.20668,1.12509,0.333333,0.5,0.0675676,0,0.333333,0.4
0,531,0.695792,0.893575,1.12509,0.5,0.333333,0.0952381,1,0.333333,0.5
1,531,2.32933,0.867389,1.13818,1,0.25,0.139535,1,0,0.6
0,531,-0.68129,-0.685336,-0.943582,0.125,0.125,0.0769231,0,0,0.7
0,531,0.587402,1.63126,1.13818,0.25,1,0.0649351,0,0,0.8
0,531,-1.04093,-1.55702,-1.6147,0.1,0.1,0.0697674,0,0,0.9
1,531,-0.932498,-0.600905,-0.938501,0.111111,0.142857,0.0909091,1,0,1
0,532,-0.157993,0.351764,0.517524,0.25,0.25,0.0472441,0,0.333333,0.1
0,532,-0.346405,-0.387185,-0.406923,0.166667,0.142857,0.056338,0,0,0.2
0,532,-0.499245,-1.46895,-1.26217,0.125,0.1,0.0930233,1,0.666667,0.3
0,532,-0.662444,-0.216122,-0.747841,0.111111,0.166667,0.0470588,0,0.166667,0.4
1,532,2.87878,1.67337,1.72864,1,1,0.157143,1,0,0.5
0,532,-0.495205,0.0897635,-0.223233,0.142857,0.2,0.0588235,1,0.666667,0.6
0,532,-0.691786,-0.947725,-1.26217,0.1,0.125,0.0689655,1,0.666667,0.7
0,532,-0.225688,-1.20883,-0.564151,0.2,0.111111,0.0724638,1,0.5,0.8
1,532,0.305986,0.812184,1.11016,0.5,0.333333,0.0689655,1,0.166667,0.9
0,532,-0.106,1.30173,1.11016,0.333333,0.5,0.142857,1,0.166667,1
0,533,-0.653838,-0.319259,-0.413944,0.142857,0.166667,0.135802,1,0.5,0.1
0,533,-0.124336,0.127744,0.526452,0.25,0.25,0.137931,1,0.5,0.2
0,533,0.821699,0.178493,0.924084,0.333333,0.333333,0.217391,1,0.666667,0.3
1,533,1.67621,1.58506,1.33454,0.5,0.5,0.16,1,0,0.4
1,533,1.86134,2.00317,1.75846,1,1,0.314815,0,0,0.5
0,533,-0.610317,-0.783267,-0.403034,0.2,0.125,0.088,0,0,0.6
0,533,-0.859465,-0.0314895,-0.739852,0.1,0.2,0.107143,0,0,0.7
0,533,-0.632118,-1.10818,-0.926711,0.166667,0.1,0.0733333,1,0.5,0.8
0,533,-0.777306,-1.06824,-1.28882,0.111111,0.111111,0.115942,0,0.166667,0.9
0,533,-0.701872,-0.584039,-0.771175,0.125,0.142857,0.103093,1,0.333333,1
0,534,0.86046,1.0903,1.16662,0.333333,0.5,0.152,1,1.33333,0.1
0,534,-0.76292,-0.467573,-0.427617,0.142857,0.166667,0.142857,1,1,0.2
0,534,-1.2766,-0.90144,-1.50285,0.1,0.111111,0.12987,1,1,0.3
0,534,-0.98804,-0.566521,-0.796648,0.125,0.142857,0.15493,1,1,0.4
1,534,1.62113,0.285302,1.18019,1,0.25,0.137931,1,0.333333,0.5
0,534,-1.23183,0.0725414,-0.59284,0.111111,0.2,0.176471,0,0,0.6
0,534,0.345785,0.902498,0.550162,0.2,0.333333,0.245902,1,1,0.7
1,534,1.1476,1.90555,1.59759,0.5,1,0.24,1,1,0.8
0,534,-0.331704,-1.50242,-0.957322,0.166667,0.1,0.148148,1,1,0.9
0,534,0.616111,-0.818241,-0.217284,0.25,0.125,0.121495,1,0.333333,1
0,535,-0.624448,-0.917733,-0.874308,0.166667,0.142857,0.0714286,1,0.333333,0.1
0,535,-0.88292,1.03042,-0.302264,0.1,0.5,0.0505051,0,0.166667,0.2
0,535,-0.806088,0.946408,-0.0243317,0.125,0.333333,0.0714286,0,0,0.3
1,535,2.44031,-0.627182,1.61135,1,0.166667,0.111111,1,0,0.4
0,535,-0.841753,1.5716,0.495969,0.111111,1,0.0493827,0,0.166667,0.5
0,535,0.36769,-1.18905,-1.15566,0.25,0.1,0.0897436,1,0.333333,0.6
0,535,0.779722,0.873085,1.96534,0.5,0.25,0.0945946,0,0,0.7
0,535,-0.0653694,-0.969594,-0.851265,0.2,0.125,0.0458716,0,0.166667,0.8
1,535,0.408992,-1.05291,-0.38519,0.333333,0.111111,0.0921053,1,0.333333,0.9
0,535,-0.776133,0.334952,-0.479635,0.142857,0.2,0.0675676,0,0.166667,1
0,536,-0.712036,-0.00937926,-0.601335,0.111111,0.2,0.0857143,1,0.833333,0.1
0,536,2.13549,1.9337,1.84257,1,1,0.295455,1,0,0.2
1,536,0.0463996,-1.99216,-0.365,0.333333,0.1,0.116279,0,0,0.3
0,536,-0.258985,0.230127,0.759961,0.25,0.333333,0.145455,1,0.833333,0.4
0,536,-0.805906,-0.66149,-1.52438,0.1,0.111111,0.0588235,1,0.833333,0.5
0,536,-0.689912,-0.479562,-0.992429,0.125,0.125,0.0707071,1,0.833333,0.6
0,536,-0.517659,0.0545092,0.153921,0.166667,0.25,0.08,1,1,0.7
1,536,1.73058,1.22735,1.39838,0.5,0.5,0.210526,1,0,0.8
0,536,-0.613252,-0.0614233,-0.433745,0.142857,0.166667,0.0795455,1,0.166667,0.9
0,536,-0.31472,-0.241674,-0.237947,0.2,0.142857,0.170213,1,0.833333,1
0,537,-0.360095,-0.1955,-0.643751,0.125,0.166667,0.189189,0,0,0.1
0,537,-0.342257,-1.45649,-1.20915,0.142857,0.1,0.194444,0,0,0.2
0,537,-0.200244,-1.12516,-0.830199,0.166667,0.111111,0.0909091,0,0,0.3
0,537,1.6427,0.0505886,1.03647,1,0.2,0.129032,1,0.333333,0.4
0,537,-1.61591,0.337085,-0.597108,0.1,0.25,0.0789474,0,0,0.5
0,537,-0.129436,-0.658582,-0.0375259,0.25,0.142857,0.0958904,1,0.333333,0.6
0,537,0.878465,0.849921,1.00845,0.333333,0.333333,0.1,1,0.166667,0.7
1,537,-0.169803,1.35536,0.80516,0.2,0.5,0.193548,1,0.166667,0.8
1,537,1.47911,1.66839,1.6877,0.5,1,0.21875,1,0.5,0.9
0,537,-1.18254,-0.825604,-1.22004,0.111111,0.125,0.109589,1,0.166667,1
0,538,-0.827976,0.841297,0.213391,0.125,0.5,0.0612245,1,0.333333,0.1
0,538,-0.736531,-0.099637,-0.456003,0.142857,0.166667,0.16129,1,0.5,0.2
1,538,0.860103,-0.534359,-0.200899,0.333333,0.111111,0.184211,0,0,0.3
0,538,1.76693,0.164032,1.47755,1,0.333333,0.145833,1,0.666667,0.4
0,538,-0.039054,-0.062784,0.155388,0.2,0.2,0.181818,0,0,0.5
0,538,-0.888223,-1.84178,-1.60261,0.111111,0.1,0.0645161,1,0.333333,0.6
0,538,-0.609802,0.128577,0.16182,0.166667,0.25,0.0833333,1,0.5,0.7
0,538,-1.18654,-0.454193,-1.4144,0.1,0.125,0.0588235,1,0.333333,0.8
0,538,0.137608,-0.416548,-0.0378802,0.25,0.142857,0.157895,1,0.333333,0.9
1,538,1.52348,2.27539,1.70363,0.5,1,0.129032,1,0.666667,1
0,539,-0.107022,-0.049656,0.15059,0.25,0.166667,0.12,1,0.166667,0.1
0,539,0.397248,1.14427,1.36811,0.5,0.5,0.121212,0,0,0.2
0,539,-0.230635,-0.370228,-0.424356,0.166667,0.142857,0.0681818,1,0.166667,0.3
1,539,-0.534604,-1.88335,-1.49138,0.111111,0.1,0.0895522,0,0,0.4
0,539,-0.265807,0.591517,0.168566,0.142857,0.333333,0.129412,0,0.166667,0.5
0,539,-1.6207,-0.633174,-1.31624,0.1,0.125,0.0504202,0,0,0.6
0,539,0.245664,0.432151,0.545966,0.333333,0.2,0.148148,0,0,0.7
0,539,-0.179894,-1.25107,-0.588319,0.2,0.111111,0.108434,1,0.333333,0.8
0,539,-0.278043,0.529097,-0.215627,0.125,0.25,0.127907,0,0,0.9
1,539,2.57379,1.49044,1.80269,1,1,0.254237,1,0.166667,1
1,540,1.60795,0.39976,1.11911,1,0.2,0.176471,1,1,0.1
0,540,-0.211374,0.825707,0.393265,0.2,0.25,0.105263,1,0.833333,0.2
0,540,-0.98671,-0.672812,-1.09195,0.1,0.166667,0.0506329,0,0.166667,0.3
0,540,1.11985,-1.55969,-0.410449,0.333333,0.1,0.152542,0,0,0.4
0,540,-0.945335,1.4951,0.685324,0.142857,1,0.114286,1,0.833333,0.5
1,540,1.40908,0.9824,1.33068,0.5,0.333333,0.228571,1,0.166667,0.6
0,540,0.411777,1.00044,1.09641,0.25,0.5,0.114754,1,0.833333,0.7
0,540,-0.470442,-0.7217,-0.487754,0.166667,0.142857,0.0714286,1,0.833333,0.8
0,540,-0.982308,-0.977291,-1.51863,0.111111,0.111111,0.0645161,0,0.166667,0.9
0,540,-0.952478,-0.771911,-1.116,0.125,0.125,0.0625,1,0.833333,1
1,541,1.48357,1.39717,1.48031,0.5,0.5,0.166667,1,0.166667,0.1
0,541,-1.24837,-0.723243,-1.42418,0.1,0.125,0.0581395,0,0.166667,0.2
0,541,-0.0279012,0.717186,0.804486,0.25,0.333333,0.102941,0,0,0.3
0,541,0.988252,-1.26985,-0.202289,0.333333,0.111111,0.142857,1,0.166667,0.4
0,541,-1.21426,-1.53066,-1.61369,0.111111,0.1,0.0952381,0,0,0.5
0,541,-0.624766,-0.31468,-0.660239,0.142857,0.142857,0.0833333,1,0.166667,0.6
0,541,-0.230576,0.424446,0.16294,0.166667,0.25,0.106061,0,0,0.7
0,541,-0.719316,-0.0284876,-0.447056,0.125,0.2,0.0437956,0,0.333333,0.8
1,541,-0.0860489,1.63696,1.0535,0.2,1,0.1,0,0,0.9
0,541,1.67942,-0.308843,0.846226,1,0.166667,0.0853659,1,0,1
0,542,0.448982,-0.89292,-0.181028,0.5,0.1,0.0707071,0,0,0.1
0,542,-0.162073,-0.0274798,0.422189,0.2,0.25,0.0652174,0,0,0.2
0,542,-0.663553,-0.771682,-1.4142,0.111111,0.125,0.0568182,0,0,0.3
1,542,2.80737,2.66125,2.2244,1,1,0.125,1,0,0.4
0,542,-0.44387,0.556328,0.696923,0.166667,0.5,0.105263,0,0,0.5
1,542,-0.783654,-0.527609,-1.40158,0.1,0.142857,0.115385,0,0,0.6
0,542,0.00812486,-0.864591,-0.230692,0.333333,0.111111,0.0618557,0,0,0.7
0,542,-0.0878014,-0.24984,0.185818,0.25,0.166667,0.084507,0,0,0.8
0,542,-0.546419,0.302794,0.207999,0.142857,0.333333,0.0675676,0,0,0.9
0,542,-0.577103,-0.186252,-0.509827,0.125,0.2,0.125,0,0,1
0,543,-0.336278,0.0103654,0.38478,0.2,0.25,0.0851064,1,1,0.1
1,543,2.15998,2.38274,2.0273,1,1,0.292683,1,0.166667,0.2
0,543,1.06352,0.914115,1.30197,0.333333,0.5,0.0978261,1,1.16667,0.3
0,543,-0.807768,-0.234319,-0.68008,0.125,0.166667,0.0909091,1,1.16667,0.4
0,543,-0.524625,-0.117836,-0.0528063,0.166667,0.2,0.0833333,1,1.16667,0.5
0,543,-0.870258,0.443328,-0.401593,0.1,0.333333,0.104167,1,1,0.6
0,543,-0.581426,-1.00614,-1.08605,0.142857,0.111111,0.102941,1,1.16667,0.7
0,543,-0.329756,-1.18024,-0.630805,0.25,0.1,0.123077,1,1.16667,0.8
0,543,-0.869746,-0.808186,-1.2889,0.111111,0.125,0.0740741,1,1.16667,0.9
1,543,1.09635,-0.40382,0.426174,0.5,0.142857,0.0754717,1,0.166667,1
0,544,0.115783,0.328234,0.384002,0.2,0.25,0.0735294,1,0.166667,0.1
0,544,0.0867684,-0.790735,-0.875275,0.166667,0.111111,0.106383,0,0,0.2
0,544,-1.35692,-1.59388,-1.67381,0.111111,0.1,0.0833333,0,0,0.3
1,544,0.146103,1.83344,1.31446,0.25,1,0.0617284,0,0.166667,0.4
0,544,0.0376189,-0.490573,-0.684838,0.142857,0.142857,0.131579,0,0,0.5
0,544,1.90483,-0.631504,0.466742,1,0.125,0.0892857,0,0,0.6
0,544,-1.56418,-0.463803,-1.06623,0.1,0.166667,0.12,0,0,0.7
0,544,0.192683,-0.369356,0.61275,0.333333,0.2,0.0704225,1,0.166667,0.8
1,544,1.19521,1.11943,1.53546,0.5,0.5,0.0769231,0,0,0.9
0,544,-0.757899,1.05875,-0.0132543,0.125,0.333333,0.111111,0,0.166667,1
0,545,2.69437,1.97987,2.20961,1,1,0.0555556,1,0,0.1
0,545,-0.503046,-0.626828,-0.741238,0.166667,0.125,0.0952381,0,0,0.2
0,545,-0.199589,-0.565397,0.206616,0.333333,0.142857,0.0769231,0,0,0.3
1,545,-0.21844,-0.281129,0.184583,0.25,0.166667,0.117647,1,0.166667,0.4
1,545,-0.279359,1.74996,0.927091,0.2,0.5,0.0877193,0,0,0.5
0,545,0.917922,-1.06339,-0.179824,0.5,0.1,0.0967742,0,0,0.6
0,545,-0.727289,-0.17622,-0.92967,0.1,0.2,0.0588235,1,0.166667,0.7
0,545,-0.592634,-1.03146,-1.61949,0.111111,0.111111,0.0930233,0,0,0.8
0,545,-0.583308,-0.00362838,-0.2643,0.125,0.25,0.0784314,0,0,0.9
0,545,-0.508631,0.0182151,0.206616,0.142857,0.333333,0.1,0,0,1
0,546,0.0279609,-0.413105,0.353148,0.25,0.2,0.106796,1,0.333333,0.1
0,546,-0.508868,-0.479109,-0.437998,0.142857,0.166667,0.134328,1,1,0.2
0,546,-0.805878,-0.574424,-0.996764,0.111111,0.142857,0.142857,1,1.16667,0.3
0,546,-0.8712,-0.789888,-1.71494,0.1,0.1,0.0958904,1,0.833333,0.4
0,546,-0.593986,0.0918241,-0.222558,0.125,0.25,0.132353,1,1.16667,0.5
1,546,0.513654,2.6843,1.41921,0.333333,1,0.22,1,1.33333,0.6
0,546,0.595914,-0.614701,0.204966,0.5,0.125,0.2,1,1,0.7
1,546,2.62284,0.628672,1.63637,1,0.5,0.16,0,0,0.8
0,546,-0.481548,0.241442,0.563517,0.2,0.333333,0.142857,1,1.16667,0.9
0,546,-0.498889,-0.77501,-0.804949,0.166667,0.111111,0.204545,1,1,1
1,547,-0.385454,0.192279,0.33723,0.2,0.25,0.142857,0,0.166667,0.1
0,547,-0.595288,-0.589336,-0.951834,0.111111,0.142857,0.166667,0,0.166667,0.2
0,547,-0.591541,-0.754287,-0.951834,0.142857,0.111111,0.0877193,0,0,0.3
0,547,-0.454153,-0.141615,-0.0462806,0.166667,0.2,0.132075,0,0.166667,0.4
0,547,-0.59503,-1.39832,-1.29731,0.125,0.1,0.076087,0,0,0.5
0,547,1.35646,1.11058,1.34844,0.5,0.5,0.15625,1,0.166667,0.6
1,547,2.4731,2.27372,1.77677,1,1,0.166667,1,0.166667,0.7
0,547,-0.162556,-0.713062,-0.0116399,0.333333,0.125,0.0824742,1,0.333333,0.8
0,547,-0.353059,0.292448,0.732821,0.25,0.333333,0.137255,1,0.333333,0.9
0,547,-0.692481,-0.272412,-0.936361,0.1,0.166667,0.0923077,1,0.5,1
0,548,-0.370837,-1.08678,-1.03757,0.166667,0.1,0.2,0,0,0.1
0,548,-0.0290476,-0.92976,0.413879,0.5,0.142857,0.192982,0,0,0.2
1,548,2.94232,1.38595,1.96881,1,1,0.163934,1,0.166667,0.3
0,548,-0.473281,-1.0244,-1.05471,0.142857,0.111111,0.123288,0,0,0.4
1,548,-0.109457,-0.774033,0.164467,0.25,0.166667,0.2,0,0,0.5
0,548,-0.651356,-0.935157,-1.43753,0.1,0.125,0.16,0,0,0.6
0,548,-0.492937,0.257494,-0.642534,0.111111,0.2,0.156863,1,0.166667,0.7
0,548,-0.265313,0.658595,0.373679,0.2,0.25,0.145833,0,0.166667,0.8
0,548,-0.0756802,1.14052,1.03463,0.333333,0.333333,0.155556,0,0.166667,0.9
0,548,-0.474408,1.30757,0.216882,0.125,0.5,0.105263,0,0,1
0,549,-0.733906,-0.534788,-0.683286,0.166667,0.125,0.272727,0,0,0.1
0,549,-0.798582,-0.431753,-1.07343,0.1,0.166667,0.257143,0,0,0.2
0,549,-0.175088,-0.295594,0.386594,0.2,0.25,0.322581,0,0,0.3
0,549,0.28421,0.989163,1.30811,0.333333,0.5,0.222222,0,0,0.4
1,549,1.32283,2.29378,1.79135,0.5,1,0.37037,1,0,0.5
0,549,-0.733906,-0.560838,-1.09117,0.142857,0.111111,0.257143,0,0,0.6
0,549,-0.746377,-0.456736,-1.09117,0.111111,0.142857,0.321429,0,0,0.7
1,549,2.30553,-1.38175,0.0797504,1,0.1,0.145455,1,0,0.8
0,549,0.0174986,0.77931,0.840094,0.25,0.333333,0.219512,0,0.166667,0.9
0,549,-0.742208,-0.400794,-0.466843,0.125,0.2,0.264706,0,0.166667,1
0,550,-0.295426,-0.828611,-0.77266,0.166667,0.111111,0.108333,0,0,0.1
0,550,-0.573957,-0.389571,-0.77266,0.111111,0.166667,0.129032,1,0.5,0.2
0,550,-0.609351,-0.176749,-0.751442,0.1,0.2,0.138462,1,0.5,0.3
0,550,-0.0666643,0.173905,0.938561,0.333333,0.333333,0.189189,1,0.166667,0.4
0,550,-0.271374,-0.562773,-0.409348,0.2,0.125,0.12963,0,0,0.5
0,550,-0.204024,0.0550529,0.5347,0.25,0.25,0.119048,1,0.166667,0.6
0,550,-0.534779,-0.491561,-0.783256,0.125,0.142857,0.15,1,0,0.7
1,550,2.92059,2.77188,1.78601,1,1,0.380282,0,0,0.8
0,550,-0.506399,-0.868815,-1.12535,0.142857,0.1,0.139241,1,0.5,0.9
1,550,0.141381,0.317246,1.35545,0.5,0.5,0.158416,1,0.5,1
0,551,0.431262,2.51231,1.64328,0.333333,1,0.0921053,1,0,0.1
0,551,0.0564806,0.60491,0.903927,0.2,0.5,0.12766,0,0,0.2
0,551,-0.725759,-0.057571,-0.493784,0.125,0.2,0.111111,0,0,0.3
0,551,-0.687705,-0.66506,-0.944817,0.142857,0.125,0.133333,1,0.166667,0.4
1,551,0.547135,-1.41073,-0.175331,0.5,0.1,0.103896,0,0,0.5
0,551,-1.03158,0.14434,-0.467015,0.111111,0.25,0.111111,1,0.166667,0.6
0,551,-0.282754,-0.313419,-0.50715,0.166667,0.142857,0.116667,0,0,0.7
0,551,0.242305,0.209816,0.888574,0.25,0.333333,0.148936,0,0,0.8
0,551,-1.04342,-0.827419,-1.78236,0.1,0.111111,0.0930233,0,0,0.9
1,551,2.49404,-0.197184,0.934677,1,0.166667,0.096,0,0,1
0,552,-0.501499,0.4047,0.17809,0.166667,0.25,0.0740741,0,0.333333,0.1
0,552,-0.963583,0.345637,-0.896971,0.1,0.2,0.0638298,1,0,0.2
0,552,1.03541,-0.673425,0.234847,0.5,0.125,0.0361446,0,0,0.3
0,552,-0.670033,-0.665536,-0.934945,0.125,0.142857,0.0727273,0,0,0.4
0,552,-0.422979,1.26982,0.894482,0.2,0.5,0.0655738,0,0.333333,0.5
0,552,2.42795,0.900822,1.62611,1,0.333333,0.111111,0,0.333333,0.6
1,552,0.030983,1.48116,1.38507,0.25,1,0.210526,1,0,0.7
0,552,-0.823655,-0.771415,-1.56252,0.111111,0.111111,0.0634921,0,0,0.8
1,552,0.463035,-1.84636,-0.422312,0.333333,0.1,0.0517241,1,0,0.9
0,552,-0.57563,-0.445407,-0.501851,0.142857,0.166667,0.0816327,0,0,1
1,553,0.326143,-0.423143,0.396993,0.333333,0.166667,0.0967742,0,0,0.1
0,553,-1.14018,-0.801792,-1.4744,0.1,0.125,0.129032,0,0,0.2
0,553,-0.440283,1.56405,0.632666,0.166667,0.5,0.210526,0,0,0.3
0,553,2.02176,1.85085,2.01931,1,1,0.212766,1,0,0.4
0,553,1.71356,-0.517791,0.424494,0.5,0.142857,0.15,0,0,0.5
1,553,-0.420173,-0.404084,0.16198,0.2,0.2,0.125,0,0,0.6
0,553,-0.662234,0.930331,-0.0132288,0.125,0.333333,0.0731707,0,0,0.7
0,553,-0.710524,-1.13622,-1.67059,0.111111,0.1,0.0775862,0,0,0.8
0,553,-0.442259,-0.253467,-0.0394872,0.142857,0.25,0.113924,0,0,0.9
0,553,-0.245809,-0.808725,-0.43773,0.25,0.111111,0.105882,0,0,1
0,554,1.8712,0.260857,1.25799,1,0.2,0.0316742,1,0,0.1
0,554,-0.139557,-1.63793,-1.46758,0.142857,0.1,0.0390625,0,0,0.2
0,554,-2.0218,0.402817,-0.724728,0.1,0.25,0.0625,0,0,0.3
0,554,-1.19993,1.23445,0.0302789,0.111111,0.5,0.0462963,0,0,0.4
0,554,0.0315884,-0.976267,-0.781339,0.166667,0.125,0.0412371,0,0,0.5
0,554,0.401952,1.66651,1.77657,0.333333,1,0.106383,0,0,0.6
1,554,-0.252486,-0.328877,-1.02145,0.125,0.142857,0.136364,1,0,0.7
0,554,0.747927,-1.18075,0.0302789,0.5,0.111111,0.0492958,0,0,0.8
0,554,0.215347,-0.0153279,-0.0606688,0.2,0.166667,0.0666667,0,0,0.9
1,554,0.345761,0.574523,0.960649,0.25,0.333333,0.0952381,1,0,1
0,555,-1.17236,-1.19419,-2.01816,0.1,0.125,0.0789474,1,0.833333,0.1
1,555,0.939538,0.815866,1.45252,0.333333,0.333333,0.125,1,0.166667,0.2
1,555,-0.119065,1.82306,1.49287,0.2,1,0.0869565,1,0.833333,0.3
0,555,-0.560886,0.00209224,-0.650656,0.142857,0.166667,0.056338,1,0.833333,0.4
0,555,1.35272,-0.708079,0.581046,0.5,0.142857,0.0810811,0,0,0.5
0,555,1.8397,-1.2346,0.108222,1,0.1,0.0754717,1,0.166667,0.6
0,555,-0.815246,0.848644,0.304481,0.125,0.5,0.056338,1,0.833333,0.7
0,555,-0.477312,0.382407,-0.0719962,0.166667,0.2,0.133333,1,0.833333,0.8
0,555,0.14681,-1.21093,-0.599164,0.25,0.111111,0.0862069,0,0,0.9
0,555,-1.1339,0.475734,-0.599164,0.111111,0.25,0.1,1,0.833333,1
0,556,-0.374937,1.15975,1.54642,0.25,1,0.137255,0,0.666667,0.1
0,556,-1.05856,-0.289681,-1.49977,0.1,0.142857,0.0657895,0,0,0.2
0,556,-0.451655,0.338943,-0.0619996,0.2,0.166667,0.122807,0,0.666667,0.3
0,556,-0.459939,0.705189,-0.0465453,0.142857,0.25,0.116667,0,0.666667,0.4
0,556,-0.459763,0.944552,0.74575,0.166667,0.5,0.132075,0,0.666667,0.5
0,556,-0.483857,0.468241,-0.776807,0.111111,0.2,0.109375,0,0.666667,0.6
1,556,2.29973,-0.852698,0.54911,1,0.125,0.101695,1,0,0.7
0,556,-0.084202,0.710865,1.25084,0.333333,0.333333,0.111111,0,0,0.8
0,556,-0.464944,-1.07179,-1.51328,0.125,0.111111,0.1,0,0,0.9
1,556,1.53812,-2.11336,-0.193711,0.5,0.1,0.0972222,1,0,1
0,557,0.405522,0.90511,0.729921,0.2,0.333333,0.111111,1,1,0.1
0,557,1.16639,1.44861,2.11958,0.5,1,0.139535,1,0.333333,0.2
0,557,1.72693,-0.876726,0.555993,1,0.125,0.131579,1,0.333333,0.3
0,557,-0.727822,-0.49186,-1.05694,0.125,0.142857,0.125,0,0,0.4
0,557,-1.57901,0.702682,-0.749909,0.1,0.25,0.166667,1,0.666667,0.5
1,557,-0.405043,-1.44755,-1.27012,0.166667,0.1,0.0877193,1,0.666667,0.6
0,557,0.558078,-1.29899,-0.522439,0.25,0.111111,0.121212,1,0.333333,0.7
0,557,-0.599254,1.26153,0.506641,0.142857,0.5,0.16129,1,0.666667,0.8
1,557,0.589151,-0.404045,0.473819,0.333333,0.166667,0.142857,1,0.666667,0.9
0,557,-1.13494,0.201244,-0.786544,0.111111,0.2,0.106383,1,0.666667,1
1,558,1.94215,-0.631742,0.579656,1,0.125,0.0645161,1,0,0.1
1,558,0.0693913,-0.0752565,0.201554,0.2,0.2,0.0535714,1,0.833333,0.2
0,558,-0.976729,-0.493108,-1.34605,0.111111,0.142857,0.0645161,0,0.166667,0.3
0,558,-0.211584,0.143864,0.209897,0.166667,0.25,0.0375,1,0.833333,0.4
0,558,0.255521,1.085,1.32958,0.25,0.5,0.0769231,1,0.833333,0.5
0,558,-0.965595,1.83031,0.579656,0.125,1,0.0740741,0,0,0.6
0,558,-0.956249,0.909398,0.234953,0.142857,0.333333,0.0833333,1,0.833333,0.7
0,558,-1.022,-1.7708,-2.3159,0.1,0.1,0.025974,0,0.166667,0.8
0,558,0.418433,-0.0842706,0.493985,0.333333,0.166667,0.0967742,1,0.833333,0.9
0,558,1.44666,-0.913397,0.0326644,0.5,0.111111,0.0588235,1,0.833333,1
0,559,-1.05118,-1.44124,-1.54208,0.111111,0.111111,0.0877193,1,0.333333,0.1
0,559,0.763785,-0.351341,-0.0137836,0.333333,0.125,0.0958904,0,0,0.2
0,559,0.1149,1.28527,1.11334,0.25,0.5,0.07,0,0,0.3
0,559,-1.11391,-1.96502,-1.93924,0.1,0.1,0.0869565,1,0.166667,0.4
1,559,2.18932,0.0992539,0.912809,1,0.166667,0.102941,0,0,0.5
0,559,1.08508,0.200005,0.882778,0.5,0.2,0.121212,0,0,0.6
0,559,-0.563304,0.453316,0.19674,0.142857,0.333333,0.0697674,0,0,0.7
0,559,-0.7032,0.249445,-0.251667,0.125,0.25,0.0582524,0,0,0.8
